label,Te_eV,n_lower,n_upper,Upsilon_interp,K_CCC_stored,K_And2002,pct_err
1S->3D,2.2229964825261948,1,3,0.07460161584223304,7.438186037165925e-12,8.692738929330066e-12,-14.432193378443348
1S->3D,2.329951810515372,1,3,0.07515457630284357,9.409049028743678e-12,1.0980459031915863e-11,-14.310968226416731
1S->3D,2.442053094548651,1,3,0.07571163540485147,1.1768859991688886e-11,1.3712148769789149e-11,-14.172022275471164
1S->3D,2.5595479226995357,1,3,0.07627282352811655,1.4563275918079054e-11,1.693714671093285e-11,-14.015765662119895
1S->3D,2.6826957952797255,1,3,0.07683817127767958,1.7837542064379993e-11,2.070345155704787e-11,-13.842665242415887
1S->3D,2.8117686979742302,1,3,0.07740770948543146,2.1635508639663964e-11,2.505653892446039e-11,-13.653243550955041
1S->3D,2.9470517025518106,1,3,0.07798146921179437,2.599862927114401e-11,3.003818789468187e-11,-13.448076953580312
1S->3D,3.088843596477481,1,3,0.07881538528760784,3.096497472243766e-11,3.580160357458296e-11,-13.509531331660874
1S->3D,3.237457542817644,1,3,0.07981644311383468,3.6568294415682046e-11,4.238746156337172e-11,-13.728510585588339
1S->3D,3.393221771895328,1,3,0.08083021567548777,4.283715589432138e-11,4.977246382276079e-11,-13.9340257559601
1S->3D,3.5564803062231287,1,3,0.08185686446623183,4.979418869422893e-11,5.798586716431807e-11,-14.127025895596045
1S->3D,3.72759372031494,1,3,0.08289655303091106,5.74554544526439e-11,6.704916806094827e-11,-14.308475236536268
1S->3D,3.906939937054617,1,3,0.08394944699160162,6.582995978802296e-11,7.697551119122304e-11,-14.479347042609735
1S->3D,4.094915062380425,1,3,0.08501571407399537,7.491932284184872e-11,8.776928854036517e-11,-14.640617364246655
1S->3D,4.2919342601287775,1,3,0.08609552413411846,8.471759868044817e-11,9.942593451195023e-11,-14.79325882497411
