label,Te_eV,n_lower,n_upper,l_upper,dn,dipole,K_CCC,K_And2002,pct_err
3P->4P,15.0,3,4,1,1,False,2.4815643791136786e-07,3.331419417869436e-07,-25.510298529125784
3P->4P,20.0,3,4,1,1,False,2.3859811355559206e-07,3.17700997521066e-07,-24.89853182164743
3P->4P,25.0,3,4,1,1,False,2.3040972105986612e-07,3.016485691015706e-07,-23.61650454828348
3P->4D,0.5,3,4,2,1,True,1.0193785835252677e-07,1.0713188619703567e-07,-4.84825576108695
3P->4D,1.0,3,4,2,1,True,2.1556386458963088e-07,2.1567899043022942e-07,-0.05337832876948223
3P->4D,3.0,3,4,2,1,True,6.361478311095963e-07,5.094751333997978e-07,24.863372008854313
3P->4D,5.0,3,4,2,1,True,9.60509572683773e-07,7.009302192331177e-07,37.03355146175022
3P->4D,10.0,3,4,2,1,True,1.3940247563604239e-06,9.404936777277283e-07,48.22266107396336
3P->4D,15.0,3,4,2,1,True,1.5731433030405099e-06,1.0456039163015952e-06,50.453080608656656
3P->4D,20.0,3,4,2,1,True,1.6516692046273682e-06,1.0946243460044e-06,50.88913476630539
3P->4D,25.0,3,4,2,1,True,1.6843357784231079e-06,1.1181800406351324e-06,50.63189443682039
3P->4F,0.5,3,4,3,1,False,1.190002132780211e-07,1.2775351687346036e-07,-6.851712430045587
3P->4F,1.0,3,4,3,1,False,2.609367927370363e-07,2.8182973509892595e-07,-7.413320796173595
3P->4F,3.0,3,4,3,1,False,5.054262300840855e-07,5.434813619641048e-07,-7.002104311818636
3P->4F,5.0,3,4,3,1,False,5.85770602819531e-07,6.224678812592613e-07,-5.895449314668433
3P->4F,10.0,3,4,3,1,False,6.257324739204582e-07,6.599262360526497e-07,-5.1814521478523945
3P->4F,15.0,3,4,3,1,False,6.11459789363313e-07,6.398964030363075e-07,-4.443940228146747
3P->4F,20.0,3,4,3,1,False,5.878011861845633e-07,6.122964679496908e-07,-4.000559050610142
3P->4F,25.0,3,4,3,1,False,5.635930749620384e-07,5.824937886099294e-07,-3.2447923080855423
3P->5S,0.5,3,5,0,2,True,3.6119662410273754e-09,6.135078050432787e-09,-41.12599364937864
3P->5S,1.0,3,5,0,2,True,7.903554074696746e-09,1.3089782292986405e-08,-39.62043143428349
3P->5S,3.0,3,5,0,2,True,1.169000814401676e-08,1.6805264281734536e-08,-30.43841532011784
3P->5S,5.0,3,5,0,2,True,1.2589662519271482e-08,1.5941340514208916e-08,-21.025069955377962
3P->5S,10.0,3,5,0,2,True,1.3887498005850847e-08,1.4448580930887183e-08,-3.8833081789844903
3P->5S,15.0,3,5,0,2,True,1.4441376273840143e-08,1.3638198405453474e-08,5.8891786474194685
3P->5S,20.0,3,5,0,2,True,1.459971130442721e-08,1.3140755339605503e-08,11.102527420356845
3P->5S,25.0,3,5,0,2,True,1.4564452548160974e-08,1.2741100029155002e-08,14.310793533004684
3P->5P,0.5,3,5,1,2,False,1.0900552216082607e-08,2.0368459127436853e-08,-46.48317701460649
3P->5P,1.0,3,5,1,2,False,2.6162207525450277e-08,4.9568671706386504e-08,-47.2202771935898
3P->5P,3.0,3,5,1,2,False,4.756364361578545e-08,7.816401991504436e-08,-39.148928538371145
3P->5P,5.0,3,5,1,2,False,5.213107914348286e-08,7.823065252343263e-08,-33.36233629411706
3P->5P,10.0,3,5,1,2,False,5.189038409192107e-08,7.205127891264697e-08,-27.981314315278738
3P->5P,15.0,3,5,1,2,False,4.938400507007579e-08,6.657509174226104e-08,-25.822099860919256
3P->5P,20.0,3,5,1,2,False,4.7073487351754877e-08,6.200616155917749e-08,-24.082565074071162
3P->5P,25.0,3,5,1,2,False,4.512533569880887e-08,5.8311082794721474e-08,-22.61276324147804
3P->5D,0.5,3,5,2,2,True,1.7943480365131665e-08,3.135706559110091e-08,-42.776914781770905
3P->5D,1.0,3,5,2,2,True,4.5543718341704873e-08,7.762545313282636e-08,-41.32888568937025
3P->5D,3.0,3,5,2,2,True,1.0205209498884371e-07,1.490699522665489e-07,-31.54080118952043
3P->5D,5.0,3,5,2,2,True,1.4074224756919587e-07,1.7515793898328315e-07,-19.64837655310152
3P->5D,10.0,3,5,2,2,True,2.0169700976900725e-07,1.996740229440908e-07,1.0131447221268797
3P->5D,15.0,3,5,2,2,True,2.322059923843845e-07,2.0715841653781225e-07,12.091024958187191
3P->5D,20.0,3,5,2,2,True,2.479001074487991e-07,2.0934190324566342e-07,18.418770253506047
3P->5D,25.0,3,5,2,2,True,2.559632622117122e-07,2.0884101459078662e-07,22.56369406807337
3P->5F,0.5,3,5,3,2,False,1.4691124812792255e-08,2.8357694099778215e-08,-48.19351403855099
3P->5F,1.0,3,5,3,2,False,3.412515249427304e-08,6.341948785361631e-08,-46.19137799876265
3P->5F,3.0,3,5,3,2,False,5.18560626704909e-08,9.212188061415942e-08,-43.709287820899675
3P->5F,5.0,3,5,3,2,False,5.334319059535792e-08,9.003905290432813e-08,-40.755495671374675
3P->5F,10.0,3,5,3,2,False,5.18633155885244e-08,7.818330264989351e-08,-33.66446052967419
3P->5F,15.0,3,5,3,2,False,4.968393094765661e-08,6.916053219827117e-08,-28.161439236439854
3P->5F,20.0,3,5,3,2,False,4.7580531772554274e-08,6.257502542669287e-08,-23.962425187832746
3P->5F,25.0,3,5,3,2,False,4.5646129259160386e-08,5.754045174457097e-08,-20.671235843282776
3P->5G,0.5,3,5,4,2,False,1.8954577095861962e-08,4.0082509929494207e-08,-52.71110235061782
3P->5G,1.0,3,5,4,2,False,5.339891954182099e-08,9.436819792618107e-08,-43.41428498656724
3P->5G,3.0,3,5,4,2,False,1.0254414060242923e-07,1.3790366370725682e-07,-25.64074235176892
3P->5G,5.0,3,5,4,2,False,1.0868556215930956e-07,1.407167712056713e-07,-22.762893699106414
3P->5G,10.0,3,5,4,2,False,1.0078357016989865e-07,1.2877249848217757e-07,-21.73517532251086
3P->5G,15.0,3,5,4,2,False,9.126964307010487e-08,1.153752803494524e-07,-20.893242648109368
3P->5G,20.0,3,5,4,2,False,8.367491857528509e-08,1.0438651968907403e-07,-19.841260323153385
3P->5G,25.0,3,5,4,2,False,7.765394257049032e-08,9.555825021866252e-08,-18.73653777376878
3D->4S,0.5,3,4,0,1,False,1.1989356759242614e-08,1.2704936363085075e-08,-5.632295852513025
3D->4S,1.0,3,4,0,1,False,1.6887825675081155e-08,1.765397998345839e-08,-4.33983900001651
3D->4S,3.0,3,4,0,1,False,1.5654563038239646e-08,1.6137501191425633e-08,-2.992645189966503
3D->4S,5.0,3,4,0,1,False,1.4031273827279255e-08,1.4311530446431417e-08,-1.9582575057305873
3D->4S,10.0,3,4,0,1,False,1.1607147228076259e-08,1.1688992851758908e-08,-0.700193974969654
3D->4S,15.0,3,4,0,1,False,1.010983495190266e-08,1.01327925264306e-08,-0.22656710347179754
3D->4S,20.0,3,4,0,1,False,9.063721965661576e-09,9.063143002010045e-09,0.00638811118176541
3D->4S,25.0,3,4,0,1,False,8.282383488736054e-09,8.253728951106769e-09,0.34717080969133285
3D->4P,0.5,3,4,1,1,True,4.10416037943973e-08,4.134385467322221e-08,-0.731066034393435
3D->4P,1.0,3,4,1,1,True,6.347709210247317e-08,6.408353389779978e-08,-0.9463301388680678
3D->4P,3.0,3,4,1,1,True,7.184936011597692e-08,7.308247666001953e-08,-1.6872944109147858
3D->4P,5.0,3,4,1,1,True,6.93798142915778e-08,6.873300806509825e-08,0.9410416402362953
3D->4P,10.0,3,4,1,1,True,6.326247553245668e-08,5.974901011446745e-08,5.880374271068445
3D->4P,15.0,3,4,1,1,True,5.8691468615278615e-08,5.422627250472625e-08,8.2343777366648
3D->4P,20.0,3,4,1,1,True,5.5168749258737674e-08,5.042781287925283e-08,9.401431687780715
3D->4P,25.0,3,4,1,1,True,5.234631120694386e-08,4.7587662194471916e-08,9.999753703019131
3D->4D,0.5,3,4,2,1,False,9.854940251238323e-08,1.0381230662473315e-07,-5.0696341151291175
3D->4D,1.0,3,4,2,1,False,1.777679307825668e-07,1.9059683307668192e-07,-6.730910523027278
3D->4D,3.0,3,4,2,1,False,2.558888025915571e-07,3.0791094227317875e-07,-16.89519030975768
3D->4D,5.0,3,4,2,1,False,2.6189494898561974e-07,3.358188065281056e-07,-22.013018957084217
3D->4D,10.0,3,4,2,1,False,2.445281047295698e-07,3.3430993754523454e-07,-26.855867185676054
3D->4D,15.0,3,4,2,1,False,2.2672716757382344e-07,3.126916443703193e-07,-27.49177291564866
3D->4D,20.0,3,4,2,1,False,2.1290234265694942e-07,2.928625558966917e-07,-27.302982791678055
3D->4D,25.0,3,4,2,1,False,2.0206006757022806e-07,2.746042146303953e-07,-26.417710725164333
3D->4F,0.5,3,4,3,1,True,1.842142926476842e-07,1.973640945714404e-07,-6.662712360274991
3D->4F,1.0,3,4,3,1,True,4.489105614341082e-07,4.630552126808758e-07,-3.0546360043927856
3D->4F,3.0,3,4,3,1,True,1.3135257595411873e-06,1.2130949171485475e-06,8.278894006802751
3D->4F,5.0,3,4,3,1,True,1.9035672330430582e-06,1.6257396428183058e-06,17.08930402552795
3D->4F,10.0,3,4,3,1,True,2.661408454826164e-06,2.0651344368929027e-06,28.87337537358514
3D->4F,15.0,3,4,3,1,True,2.970737401980936e-06,2.2165483651566938e-06,34.025381475081254
3D->4F,20.0,3,4,3,1,True,3.105416152511522e-06,2.2701180368323436e-06,36.79536051106527
3D->4F,25.0,3,4,3,1,True,3.160023783957401e-06,2.2779667804566882e-06,38.72124084811621
3D->5S,0.5,3,5,0,2,False,2.480965469334059e-09,4.548137861387506e-09,-45.45096158151222
3D->5S,1.0,3,5,0,2,False,4.813820785877432e-09,8.88887541756286e-09,-45.84443408480936
3D->5S,3.0,3,5,0,2,False,4.872963670117576e-09,8.475213016502665e-09,-42.50334875797108
3D->5S,5.0,3,5,0,2,False,4.167028550373763e-09,6.701267216158191e-09,-37.81730505647999
3D->5S,10.0,3,5,0,2,False,3.2135783584749256e-09,4.48404235786154e-09,-28.333006202744805
3D->5S,15.0,3,5,0,2,False,2.710993991268767e-09,3.509735419033761e-09,-22.757881503925148
3D->5S,20.0,3,5,0,2,False,2.3862980053721908e-09,2.9524034724048728e-09,-19.17439375491461
3D->5S,25.0,3,5,0,2,False,2.1544718144908052e-09,2.5893203285056936e-09,-16.79392500138602
3D->5P,0.5,3,5,1,2,True,7.165782541922318e-09,1.3431730878414182e-08,-46.65034159195165
3D->5P,1.0,3,5,1,2,True,1.5137362171412047e-08,2.7031922502725415e-08,-44.00190304671868
3D->5P,3.0,3,5,1,2,True,1.8913155482345048e-08,2.9345006333819507e-08,-35.54898142738504
3D->5P,5.0,3,5,1,2,True,1.7579083519410895e-08,2.5122371810355154e-08,-30.02617884922395
3D->5P,10.0,3,5,1,2,True,1.4799205722211952e-08,1.913191406020924e-08,-22.646496970256113
3D->5P,15.0,3,5,1,2,True,1.3106109457827613e-08,1.6171930052343405e-08,-18.957666676721352
3D->5P,20.0,3,5,1,2,True,1.1951397902954267e-08,1.4369501293438744e-08,-16.82802583822869
3D->5P,25.0,3,5,1,2,True,1.1094745335030534e-08,1.3116140473561579e-08,-15.411508763615366
3D->5D,0.5,3,5,2,2,False,1.4559673215375427e-08,2.7648751747283755e-08,-47.34057671588814
3D->5D,1.0,3,5,2,2,False,3.298660951487548e-08,6.392684375644524e-08,-48.39943977126243
3D->5D,3.0,3,5,2,2,False,5.113051808994254e-08,9.145190330060189e-08,-44.09026357616985
3D->5D,5.0,3,5,2,2,False,5.2943029953145746e-08,8.679174279958185e-08,-38.99992298184291
3D->5D,10.0,3,5,2,2,False,4.98181162443734e-08,7.358428484695861e-08,-32.29788622939578
3D->5D,15.0,3,5,2,2,False,4.598036288020239e-08,6.457137538885316e-08,-28.79141476651913
3D->5D,20.0,3,5,2,2,False,4.283464252706957e-08,5.836543280707899e-08,-26.609569282806266
3D->5D,25.0,3,5,2,2,False,4.031527369733584e-08,5.363592109047508e-08,-24.835310221799812
3D->5F,0.5,3,5,3,2,True,2.5746966669854097e-08,4.662659318328918e-08,-44.780510622676736
3D->5F,1.0,3,5,3,2,True,6.967590579519578e-08,1.2206983022064065e-07,-42.92127246408314
3D->5F,3.0,3,5,3,2,True,1.6251801936930286e-07,2.616261409442127e-07,-37.88158217570581
3D->5F,5.0,3,5,3,2,True,2.16058887531697e-07,3.129226100937305e-07,-30.954529790295325
3D->5F,10.0,3,5,3,2,True,2.9096922132807486e-07,3.449263352201185e-07,-15.643083285481907
3D->5F,15.0,3,5,3,2,True,3.2649897768563083e-07,3.470953812193609e-07,-5.933931895427136
3D->5F,20.0,3,5,3,2,True,3.4438195987067065e-07,3.413183205092338e-07,0.8975900727701935
3D->5F,25.0,3,5,3,2,True,3.5327659159346513e-07,3.3445387576531873e-07,5.627895860101795
3D->5G,0.5,3,5,4,2,False,2.3008048188670308e-08,4.8753420240772545e-08,-52.807314697013496
3D->5G,1.0,3,5,4,2,False,6.300188194857887e-08,1.1780804063687765e-07,-46.521577298131135
3D->5G,3.0,3,5,4,2,False,1.26218705407938e-07,1.7821396540630113e-07,-29.175749431208565
3D->5G,5.0,3,5,4,2,False,1.4070348572238675e-07,1.824397858848353e-07,-22.87675353269407
3D->5G,10.0,3,5,4,2,False,1.4010536169559363e-07,1.7085351137903203e-07,-17.996791189866034
3D->5G,15.0,3,5,4,2,False,1.312165745355257e-07,1.5628987556581277e-07,-16.042818474014876
3D->5G,20.0,3,5,4,2,False,1.2259402381926194e-07,1.4369501293438744e-07,-14.684566071030192
3D->5G,25.0,3,5,4,2,False,1.1515140357806821e-07,1.3347329788606728e-07,-13.727011018817137
4S->5S,0.5,4,5,0,1,False,1.2932117950153566e-07,2.0665818071228505e-07,-37.422666232806925
4S->5S,1.0,4,5,0,1,False,2.2417054858469496e-07,4.6594044873937325e-07,-51.888583789795376
4S->5S,3.0,4,5,0,1,False,3.408789758708439e-07,9.062255171941951e-07,-62.38475198466554
4S->5S,5.0,4,5,0,1,False,3.9302155145343624e-07,9.704461410713386e-07,-59.50094138974532
4S->5S,10.0,4,5,0,1,False,4.715025554372785e-07,9.225055164559644e-07,-48.888917515780996
4S->5S,15.0,4,5,0,1,False,5.060237031650176e-07,8.541667718999655e-07,-40.75820790365751
4S->5S,20.0,4,5,0,1,False,5.190413926075214e-07,7.973151326061815e-07,-34.90134936848214
4S->5S,25.0,4,5,0,1,False,5.214792779498605e-07,7.501436116115156e-07,-30.482740920824604
4S->5P,0.5,4,5,1,1,True,2.6376464299371685e-07,3.0123577307392515e-07,-12.439136858759682
4S->5P,1.0,4,5,1,1,True,7.178791643261744e-07,5.101753014677948e-07,40.71225366277187
4S->5P,3.0,4,5,1,1,True,2.347462087636621e-06,8.874328221371727e-07,164.52279305866915
4S->5P,5.0,4,5,1,1,True,3.1165188079544916e-06,1.0614254667967767e-06,193.61635889137645
4S->5P,10.0,4,5,1,1,True,3.7317709798172067e-06,1.3020717009897767e-06,186.60257165411713
4S->5P,15.0,4,5,1,1,True,3.837525247143928e-06,1.4388099835088387e-06,166.71522238018673
4S->5P,20.0,4,5,1,1,True,3.818557844311614e-06,1.525835375452095e-06,150.2601463922804
4S->5P,25.0,4,5,1,1,True,3.7611215945502077e-06,1.5904943663915047e-06,136.47500261716718
4S->5D,0.5,4,5,2,1,False,3.234243028924257e-07,4.3911025025047196e-07,-26.345535612538782
4S->5D,1.0,4,5,2,1,False,7.034306837432699e-07,7.490435062012709e-07,-6.089475722087723
4S->5D,3.0,4,5,2,1,False,1.50311102542558e-06,1.286255572791761e-06,16.85943736384705
4S->5D,5.0,4,5,2,1,False,1.6931231453258323e-06,1.420288362713782e-06,19.209816103170606
4S->5D,10.0,4,5,2,1,False,1.6650092140966913e-06,1.4126249586209841e-06,17.866331324209828
4S->5D,15.0,4,5,2,1,False,1.541506195488716e-06,1.3374853367828641e-06,15.254063210636449
4S->5D,20.0,4,5,2,1,False,1.4286433394731678e-06,1.252419787943338e-06,14.070645739254516
4S->5D,25.0,4,5,2,1,False,1.333881560300644e-06,1.1869360943220185e-06,12.380234005990133
4S->5F,0.5,4,5,3,1,False,4.3164915203899366e-07,6.816956332559774e-07,-36.680076711462675
4S->5F,1.0,4,5,3,1,False,6.587862194973317e-07,1.0262485832993789e-06,-35.80636989730689
4S->5F,3.0,4,5,3,1,False,8.751394069703927e-07,1.3154886539915736e-06,-33.47419574353863
4S->5F,5.0,4,5,3,1,False,8.983798697491004e-07,1.285504176453874e-06,-30.11458957470484
4S->5F,10.0,4,5,3,1,False,8.521236105519802e-07,1.1153595325459596e-06,-23.60099271246714
4S->5F,15.0,4,5,3,1,False,7.913735197893795e-07,9.818358267746936e-07,-19.398590048499052
4S->5F,20.0,4,5,3,1,False,7.381020755309862e-07,8.819857661572804e-07,-16.313606879755028
4S->5F,25.0,4,5,3,1,False,6.931180360065448e-07,8.071165441389725e-07,-14.124169422650201
4S->5G,0.5,4,5,4,1,False,3.474951788267327e-07,6.23352313292628e-07,-44.25380777184928
4S->5G,1.0,4,5,4,1,False,4.801291037278052e-07,8.139212902029559e-07,-41.010376616628086
4S->5G,3.0,4,5,4,1,False,5.24173999466087e-07,8.60287818165918e-07,-39.0699265527676
4S->5G,5.0,4,5,4,1,False,5.040129569246065e-07,7.985963035899558e-07,-36.88764214673913
4S->5G,10.0,4,5,4,1,False,4.553307398889117e-07,6.633195457872447e-07,-31.355748103500638
4S->5G,15.0,4,5,4,1,False,4.171244381265917e-07,5.724842540017562e-07,-27.13783213934263
4S->5G,20.0,4,5,4,1,False,3.8671952464221586e-07,5.089057870727507e-07,-24.009603650482305
4S->5G,25.0,4,5,4,1,False,3.619322710371435e-07,4.6132249532649113e-07,-21.54462990559486
4P->5S,0.5,4,5,0,1,True,7.512468667223158e-08,1.1259237185909536e-07,-33.27728563508104
4P->5S,1.0,4,5,0,1,True,1.3602837326958203e-07,1.779224076409843e-07,-23.546238456899125
4P->5S,3.0,4,5,0,1,True,2.8127588271682877e-07,2.053275941415419e-07,36.988836738101625
4P->5S,5.0,4,5,0,1,True,3.4238119161602113e-07,1.9375226774861798e-07,76.71080477893571
4P->5S,10.0,4,5,0,1,True,3.857020969676305e-07,1.8261760334636492e-07,111.20751225503804
4P->5S,15.0,4,5,0,1,True,3.8876234474904794e-07,1.8137111763949446e-07,114.34633573895616
4P->5S,20.0,4,5,0,1,True,3.8294885802695075e-07,1.8198306308378552e-07,110.43104316286842
4P->5S,25.0,4,5,0,1,True,3.7488749690923885e-07,1.8278815852559083e-07,105.09397322734864
4P->5P,0.5,4,5,1,1,False,2.338150320803656e-07,4.012382706251399e-07,-41.726637462554216
4P->5P,1.0,4,5,1,1,False,3.945820139277372e-07,7.411795323828849e-07,-46.76296407441799
4P->5P,3.0,4,5,1,1,False,6.150974596923398e-07,1.2180450499921977e-06,-49.5012553356479
4P->5P,5.0,4,5,1,1,False,6.781871429960247e-07,1.274833761708298e-06,-46.80191540524916
4P->5P,10.0,4,5,1,1,False,7.294342642372234e-07,1.183329313163665e-06,-38.357458391099954
4P->5P,15.0,4,5,1,1,False,7.360246949910692e-07,1.0841737199679276e-06,-32.111922523556224
4P->5P,20.0,4,5,1,1,False,7.275826919209221e-07,1.0054637734192997e-06,-27.637105268684337
4P->5P,25.0,4,5,1,1,False,7.133797207084119e-07,9.416359681621346e-07,-24.24039174068813
4P->5D,0.5,4,5,2,1,True,3.5868654556930197e-07,4.2170961096315724e-07,-14.94465948971727
4P->5D,1.0,4,5,2,1,True,9.298624095509865e-07,6.930126927452704e-07,34.17682234180588
4P->5D,3.0,4,5,2,1,True,2.906246119865398e-06,1.294607881705993e-06,124.48852358566205
4P->5D,5.0,4,5,2,1,True,3.836078063712716e-06,1.5668661652714325e-06,144.82487073477532
4P->5D,10.0,4,5,2,1,True,4.576835266168131e-06,1.8630271193407184e-06,145.66659382756413
4P->5D,15.0,4,5,2,1,True,4.695765144456211e-06,1.999473028725898e-06,134.8501368607328
4P->5D,20.0,4,5,2,1,True,4.66286351853689e-06,2.072666550469609e-06,124.96930427523006
4P->5D,25.0,4,5,2,1,True,4.58410616066792e-06,2.1127462478931927e-06,116.9738161996094
4P->5F,0.5,4,5,3,1,False,4.567860152865529e-07,7.072848086784991e-07,-35.416962207909094
4P->5F,1.0,4,5,3,1,False,8.702616106177638e-07,1.130446236392994e-06,-23.016099076540108
4P->5F,3.0,4,5,3,1,False,1.6012401483192204e-06,1.6774220402749695e-06,-4.541605518862801
4P->5F,5.0,4,5,3,1,False,1.769387526783037e-06,1.7690424446612947e-06,0.019506718043071913
4P->5F,10.0,4,5,3,1,False,1.7414613114528498e-06,1.695149950345181e-06,2.731992004497208
4P->5F,15.0,4,5,3,1,False,1.6240896179235763e-06,1.5705320242526055e-06,3.4101561027676697
4P->5F,20.0,4,5,3,1,False,1.514897658160287e-06,1.4640963718210855e-06,3.469804810458843
4P->5F,25.0,4,5,3,1,False,1.4219152894323775e-06,1.3742082336483813e-06,3.471603110493593
4P->5G,0.5,4,5,4,1,False,4.035427007138738e-07,7.124026437630034e-07,-43.35468793570041
4P->5G,1.0,4,5,4,1,False,5.992406579597927e-07,9.770987469344663e-07,-38.67143317501526
4P->5G,3.0,4,5,4,1,False,7.399976748560619e-07,1.1345219608498757e-06,-34.77449530357912
4P->5G,5.0,4,5,4,1,False,7.404492786487495e-07,1.095121513361754e-06,-32.38656444838234
4P->5G,10.0,4,5,4,1,False,6.910586975100539e-07,9.499391026088937e-07,-27.252315899814615
4P->5G,15.0,4,5,4,1,False,6.406873918855198e-07,8.342395913771905e-07,-23.20103259210562
4P->5G,20.0,4,5,4,1,False,5.980131975094702e-07,7.496879012336884e-07,-20.23171288673885
4P->5G,25.0,4,5,4,1,False,5.622391852233459e-07,6.857852989416106e-07,-18.01527590470903
4D->5S,0.5,4,5,0,1,False,3.9897426413807153e-08,7.799580668784605e-08,-48.84670329331398
4D->5S,1.0,4,5,0,1,False,5.1278669454553464e-08,9.436768582063253e-08,-45.6607746511657
4D->5S,3.0,4,5,0,1,False,5.954099027594846e-08,7.934693468520603e-08,-24.961196658489605
4D->5S,5.0,4,5,0,1,False,5.8038053404236436e-08,6.806601406125362e-08,-14.732698535855015
4D->5S,10.0,4,5,0,1,False,5.1020437856528014e-08,5.355691147467384e-08,-4.736034151904523
4D->5S,15.0,4,5,0,1,False,4.5356771576959976e-08,4.57987403201405e-08,-0.9650237977968157
4D->5S,20.0,4,5,0,1,False,4.1072005807647315e-08,4.074774239646635e-08,0.7957825197429491
4D->5S,25.0,4,5,0,1,False,3.773461869011402e-08,3.7032406142846966e-08,1.896210968734735
4D->5P,0.5,4,5,1,1,True,1.4534567422190854e-07,2.573247480488779e-07,-43.51663595360806
4D->5P,1.0,4,5,1,1,True,2.0648831527521024e-07,3.5682781200926676e-07,-42.13222503243448
4D->5P,3.0,4,5,1,1,True,2.7441527587014896e-07,3.5121458984346456e-07,-21.86677780315016
4D->5P,5.0,4,5,1,1,True,2.909560674841939e-07,3.0326441908479336e-07,-4.0586204071497045
4D->5P,10.0,4,5,1,1,True,2.9131937977650566e-07,2.400234060126438e-07,21.371238170480655
4D->5P,15.0,4,5,1,1,True,2.805138061265256e-07,2.1278175812454653e-07,31.831698637593632
4D->5P,20.0,4,5,1,1,True,2.6917772367388335e-07,1.9580084008691622e-07,37.475264944928256
4D->5P,25.0,4,5,1,1,True,2.5887958258275445e-07,1.8516203071423486e-07,39.812455925313174
4D->5D,0.5,4,5,2,1,False,3.176457038488058e-07,5.508837684960466e-07,-42.33888852525061
4D->5D,1.0,4,5,2,1,False,4.7618466898592757e-07,9.377788778425357e-07,-49.222073535987164
4D->5D,3.0,4,5,2,1,False,6.13551874068709e-07,1.3990117431338958e-06,-56.14390822093425
4D->5D,5.0,4,5,2,1,False,6.357988273200644e-07,1.4084947464160403e-06,-54.85969479560539
4D->5D,10.0,4,5,2,1,False,6.517639989243702e-07,1.2529369198203513e-06,-47.98110035596832
4D->5D,15.0,4,5,2,1,False,6.507543364751633e-07,1.1206505927892785e-06,-41.930665930810086
4D->5D,20.0,4,5,2,1,False,6.418871473616143e-07,1.019575545677816e-06,-37.04368939773989
4D->5D,25.0,4,5,2,1,False,6.295205277678268e-07,9.432185496212306e-07,-33.25825408961431
4D->5F,0.5,4,5,3,1,True,5.200648027263911e-07,6.571300248503566e-07,-20.858158498415648
4D->5F,1.0,4,5,3,1,True,1.430799402923774e-06,1.150106170938959e-06,24.40585391830861
4D->5F,3.0,4,5,3,1,True,4.492457284223252e-06,2.242594943471349e-06,100.3240619667725
4D->5F,5.0,4,5,3,1,True,5.9533886466602e-06,2.7293797717631403e-06,118.12239939092079
4D->5F,10.0,4,5,3,1,True,7.155152045761057e-06,3.19376077601266e-06,124.03531596671766
4D->5F,15.0,4,5,3,1,True,7.363709460166788e-06,3.3842432006475496e-06,117.58806987505501
4D->5F,20.0,4,5,3,1,True,7.321140672829256e-06,3.4573842033365386e-06,111.75374914260354
4D->5F,25.0,4,5,3,1,True,7.200346372796662e-06,3.4975050246022137e-06,105.87093720088619
4D->5G,0.5,4,5,4,1,False,5.939469527188935e-07,1.0440383572388842e-06,-43.11061958588618
4D->5G,1.0,4,5,4,1,False,1.046610591636442e-06,1.5393728749490681e-06,-32.01058634536027
4D->5G,3.0,4,5,4,1,False,1.7243419247792675e-06,2.0003779849586153e-06,-13.79919506487962
4D->5G,5.0,4,5,4,1,False,1.8733832972862838e-06,2.0588284451200972e-06,-9.007314245796517
4D->5G,10.0,4,5,4,1,False,1.8483410950027046e-06,1.9457373343092513e-06,-5.0056211385347655
4D->5G,15.0,4,5,4,1,False,1.7378978190205979e-06,1.799525725853308e-06,-3.424674954479301
4D->5G,20.0,4,5,4,1,False,1.6321791399427452e-06,1.6757729556988326e-06,-2.60141540104446
4D->5G,25.0,4,5,4,1,False,1.5403137130945826e-06,1.5715033888823522e-06,-1.9847030562213153
4F->5S,0.5,4,5,0,1,False,2.0735186365944934e-08,4.4305829445851814e-08,-53.199868673519916
4F->5S,1.0,4,5,0,1,False,2.1162176585842865e-08,4.549870566351927e-08,-53.48839867589763
4F->5S,3.0,4,5,0,1,False,1.554039087711604e-08,2.8517169007164275e-08,-45.50514157554741
4F->5S,5.0,4,5,0,1,False,1.2590996086281716e-08,2.098782328904285e-08,-40.0080898677324
4F->5S,10.0,4,5,0,1,False,9.072545987238167e-09,1.3494516685460088e-08,-32.76864819461414
4F->5S,15.0,4,5,0,1,False,7.382505852128911e-09,1.0349588915581687e-08,-28.668607880509366
4F->5S,20.0,4,5,0,1,False,6.352072133952076e-09,8.56786172838501e-09,-25.861640449823142
4F->5S,25.0,4,5,0,1,False,5.6438273745151315e-09,7.3929162446342855e-09,-23.658983981979066
4F->5P,0.5,4,5,1,1,False,7.535554709425488e-08,1.5265770937778645e-07,-50.637575133680066
4F->5P,1.0,4,5,1,1,False,8.203500800929809e-08,1.7062014623819726e-07,-51.91950668312542
4F->5P,3.0,4,5,1,1,False,6.504102636478807e-08,1.1842380853393534e-07,-45.077744779547416
4F->5P,5.0,4,5,1,1,False,5.4452451499540816e-08,8.905383735029649e-08,-38.85445802256658
4F->5P,10.0,4,5,1,1,False,4.105733145689533e-08,5.825981195803316e-08,-29.527181642002986
4F->5P,15.0,4,5,1,1,False,3.42525420394054e-08,4.5017093045397265e-08,-23.912141539517904
4F->5P,20.0,4,5,1,1,False,2.994123669146149e-08,3.754739404498137e-08,-20.257484033133665
4F->5P,25.0,4,5,1,1,False,2.689062070597382e-08,3.266900297705364e-08,-17.687660303372265
4F->5D,0.5,4,5,2,1,True,1.685466383266919e-07,3.294423555825219e-07,-48.83880731466155
4F->5D,1.0,4,5,2,1,True,2.1090338743550423e-07,4.3392284105023005e-07,-51.39610836685813
