n,l,l_char,type,E_eV,sigma_a0sq,filename
8,6,I,resolved,0.30679,4177.0,TICS.8I
8,6,I,resolved,0.41259,6297.0,TICS.8I
8,6,I,resolved,0.61259,7135.0,TICS.8I
8,6,I,resolved,0.81259,6449.0,TICS.8I
8,6,I,resolved,1.0126,5641.0,TICS.8I
8,6,I,resolved,1.2126,4987.0,TICS.8I
8,6,I,resolved,2.2126,3195.0,TICS.8I
8,6,I,resolved,3.2126,2350.0,TICS.8I
8,6,I,resolved,4.2126,1856.0,TICS.8I
8,6,I,resolved,5.2126,1530.0,TICS.8I
8,6,I,resolved,7.2126,1152.0,TICS.8I
8,6,I,resolved,9.2126,920.3,TICS.8I
8,6,I,resolved,11.213,766.2,TICS.8I
8,6,I,resolved,13.213,656.7,TICS.8I
8,6,I,resolved,15.213,572.9,TICS.8I
8,6,I,resolved,19.213,459.1,TICS.8I
8,6,I,resolved,23.213,380.1,TICS.8I
8,6,I,resolved,27.213,323.5,TICS.8I
8,6,I,resolved,31.213,280.9,TICS.8I
8,6,I,resolved,35.213,247.9,TICS.8I
8,6,I,resolved,43.213,201.3,TICS.8I
8,6,I,resolved,51.213,169.6,TICS.8I
8,6,I,resolved,59.213,146.8,TICS.8I
8,6,I,resolved,67.213,129.5,TICS.8I
8,6,I,resolved,75.213,115.8,TICS.8I
8,6,I,resolved,91.213,95.43,TICS.8I
8,6,I,resolved,107.21,81.37,TICS.8I
8,6,I,resolved,123.21,70.93,TICS.8I
8,6,I,resolved,139.21,62.89,TICS.8I
8,6,I,resolved,155.21,56.49,TICS.8I
8,6,I,resolved,187.21,46.91,TICS.8I
8,6,I,resolved,219.21,40.16,TICS.8I
8,6,I,resolved,251.21,35.12,TICS.8I
8,6,I,resolved,283.21,31.21,TICS.8I
8,6,I,resolved,315.21,28.09,TICS.8I
8,6,I,resolved,379.21,23.41,TICS.8I
8,6,I,resolved,443.21,20.08,TICS.8I
8,6,I,resolved,507.21,17.58,TICS.8I
8,6,I,resolved,571.21,15.64,TICS.8I
8,6,I,resolved,635.21,14.09,TICS.8I
8,6,I,resolved,699.21,12.82,TICS.8I
8,6,I,resolved,763.21,11.76,TICS.8I
8,6,I,resolved,827.21,10.86,TICS.8I
8,6,I,resolved,891.21,10.09,TICS.8I
8,6,I,resolved,955.21,9.425,TICS.8I
8,7,J,resolved,0.2125906,0.0,TICS.8J
8,7,J,resolved,0.30679,4530.0,TICS.8J
8,7,J,resolved,0.41259,7003.0,TICS.8J
8,7,J,resolved,0.61259,7394.0,TICS.8J
8,7,J,resolved,0.81259,6374.0,TICS.8J
8,7,J,resolved,1.0126,5357.0,TICS.8J
8,7,J,resolved,1.2126,4624.0,TICS.8J
8,7,J,resolved,2.2126,2533.0,TICS.8J
8,7,J,resolved,3.2126,1652.0,TICS.8J
8,7,J,resolved,4.2126,1196.0,TICS.8J
8,7,J,resolved,5.2126,925.7,TICS.8J
8,7,J,resolved,7.2126,643.5,TICS.8J
8,7,J,resolved,9.2126,491.4,TICS.8J
8,7,J,resolved,11.213,399.5,TICS.8J
8,7,J,resolved,13.213,339.0,TICS.8J
8,7,J,resolved,15.213,292.1,TICS.8J
8,7,J,resolved,19.213,231.2,TICS.8J
8,7,J,resolved,23.213,189.7,TICS.8J
8,7,J,resolved,27.213,160.2,TICS.8J
8,7,J,resolved,31.213,138.5,TICS.8J
8,7,J,resolved,35.213,122.0,TICS.8J
8,7,J,resolved,43.213,98.86,TICS.8J
8,7,J,resolved,51.213,83.25,TICS.8J
8,7,J,resolved,59.213,72.03,TICS.8J
8,7,J,resolved,67.213,63.46,TICS.8J
8,7,J,resolved,75.213,56.72,TICS.8J
8,7,J,resolved,91.213,46.65,TICS.8J
8,7,J,resolved,107.21,39.73,TICS.8J
8,7,J,resolved,123.21,34.6,TICS.8J
8,7,J,resolved,139.21,30.65,TICS.8J
8,7,J,resolved,155.21,27.5,TICS.8J
8,7,J,resolved,187.21,22.81,TICS.8J
8,7,J,resolved,219.21,19.51,TICS.8J
8,7,J,resolved,251.21,17.04,TICS.8J
8,7,J,resolved,283.21,15.13,TICS.8J
8,7,J,resolved,315.21,13.61,TICS.8J
8,7,J,resolved,379.21,11.33,TICS.8J
8,7,J,resolved,443.21,9.707,TICS.8J
8,7,J,resolved,507.21,8.492,TICS.8J
8,7,J,resolved,571.21,7.548,TICS.8J
8,7,J,resolved,635.21,6.794,TICS.8J
8,7,J,resolved,699.21,6.177,TICS.8J
8,7,J,resolved,763.21,5.663,TICS.8J
8,7,J,resolved,827.21,5.229,TICS.8J
8,7,J,resolved,891.21,4.856,TICS.8J
8,7,J,resolved,955.21,4.534,TICS.8J
8,1,P,resolved,0.2125906,0.0,TICS.8P
8,1,P,resolved,0.30679,3212.0,TICS.8P
8,1,P,resolved,0.41259,4426.0,TICS.8P
8,1,P,resolved,0.61259,4823.0,TICS.8P
8,1,P,resolved,0.81259,4555.0,TICS.8P
8,1,P,resolved,1.0126,4171.0,TICS.8P
8,1,P,resolved,1.2126,3872.0,TICS.8P
8,1,P,resolved,2.2126,2858.0,TICS.8P
8,1,P,resolved,3.2126,2268.0,TICS.8P
8,1,P,resolved,4.2126,1906.0,TICS.8P
8,1,P,resolved,5.2126,1631.0,TICS.8P
8,1,P,resolved,7.2126,1288.0,TICS.8P
8,1,P,resolved,9.2126,1064.0,TICS.8P
8,1,P,resolved,11.213,908.4,TICS.8P
8,1,P,resolved,13.213,795.3,TICS.8P
8,1,P,resolved,15.213,706.6,TICS.8P
8,1,P,resolved,19.213,585.2,TICS.8P
8,1,P,resolved,23.213,497.0,TICS.8P
8,1,P,resolved,27.213,432.0,TICS.8P
8,1,P,resolved,31.213,381.8,TICS.8P
8,1,P,resolved,35.213,341.7,TICS.8P
8,1,P,resolved,43.213,282.4,TICS.8P
8,1,P,resolved,51.213,240.7,TICS.8P
8,1,P,resolved,59.213,210.5,TICS.8P
8,1,P,resolved,67.213,187.6,TICS.8P
8,1,P,resolved,75.213,169.4,TICS.8P
8,1,P,resolved,91.213,142.2,TICS.8P
8,1,P,resolved,107.21,122.7,TICS.8P
8,1,P,resolved,123.21,108.1,TICS.8P
8,1,P,resolved,139.21,96.66,TICS.8P
8,1,P,resolved,155.21,87.5,TICS.8P
8,1,P,resolved,187.21,73.68,TICS.8P
8,1,P,resolved,219.21,63.74,TICS.8P
8,1,P,resolved,251.21,56.24,TICS.8P
8,1,P,resolved,283.21,50.36,TICS.8P
8,1,P,resolved,315.21,45.63,TICS.8P
8,1,P,resolved,379.21,38.48,TICS.8P
8,1,P,resolved,443.21,33.32,TICS.8P
8,1,P,resolved,507.21,29.41,TICS.8P
8,1,P,resolved,571.21,26.35,TICS.8P
8,1,P,resolved,635.21,23.88,TICS.8P
8,1,P,resolved,699.21,21.85,TICS.8P
8,1,P,resolved,763.21,20.15,TICS.8P
8,1,P,resolved,827.21,18.7,TICS.8P
8,1,P,resolved,891.21,17.45,TICS.8P
8,1,P,resolved,955.21,16.36,TICS.8P
8,0,S,resolved,0.2125906,0.0,TICS.8S
8,0,S,resolved,0.30679,2940.0,TICS.8S
8,0,S,resolved,0.41259,4122.0,TICS.8S
8,0,S,resolved,0.61259,4657.0,TICS.8S
8,0,S,resolved,0.81259,4465.0,TICS.8S
8,0,S,resolved,1.0126,4098.0,TICS.8S
8,0,S,resolved,1.2126,3801.0,TICS.8S
8,0,S,resolved,2.2126,2814.0,TICS.8S
8,0,S,resolved,3.2126,2238.0,TICS.8S
8,0,S,resolved,4.2126,1876.0,TICS.8S
8,0,S,resolved,5.2126,1600.0,TICS.8S
8,0,S,resolved,7.2126,1260.0,TICS.8S
8,0,S,resolved,9.2126,1038.0,TICS.8S
8,0,S,resolved,11.213,884.9,TICS.8S
8,0,S,resolved,13.213,773.7,TICS.8S
8,0,S,resolved,15.213,686.9,TICS.8S
8,0,S,resolved,19.213,568.3,TICS.8S
8,0,S,resolved,23.213,482.2,TICS.8S
8,0,S,resolved,27.213,418.8,TICS.8S
8,0,S,resolved,31.213,369.9,TICS.8S
8,0,S,resolved,35.213,330.9,TICS.8S
8,0,S,resolved,43.213,273.2,TICS.8S
8,0,S,resolved,51.213,232.6,TICS.8S
8,0,S,resolved,59.213,203.4,TICS.8S
8,0,S,resolved,67.213,181.2,TICS.8S
8,0,S,resolved,75.213,163.6,TICS.8S
8,0,S,resolved,91.213,137.2,TICS.8S
8,0,S,resolved,107.21,118.4,TICS.8S
8,0,S,resolved,123.21,104.3,TICS.8S
8,0,S,resolved,139.21,93.27,TICS.8S
8,0,S,resolved,155.21,84.42,TICS.8S
8,0,S,resolved,187.21,71.07,TICS.8S
8,0,S,resolved,219.21,61.48,TICS.8S
8,0,S,resolved,251.21,54.24,TICS.8S
8,0,S,resolved,283.21,48.57,TICS.8S
8,0,S,resolved,315.21,44.01,TICS.8S
8,0,S,resolved,379.21,37.11,TICS.8S
8,0,S,resolved,443.21,32.13,TICS.8S
8,0,S,resolved,507.21,28.36,TICS.8S
8,0,S,resolved,571.21,25.4,TICS.8S
8,0,S,resolved,635.21,23.02,TICS.8S
8,0,S,resolved,699.21,21.06,TICS.8S
8,0,S,resolved,763.21,19.42,TICS.8S
8,0,S,resolved,827.21,18.02,TICS.8S
8,0,S,resolved,891.21,16.82,TICS.8S
8,0,S,resolved,955.21,15.77,TICS.8S
9,-1,bundled,bundled,0.1679728,0.0,TICS.9
9,-1,bundled,bundled,0.26217,6399.68,TICS.9
9,-1,bundled,bundled,0.36797,8085.06,TICS.9
9,-1,bundled,bundled,0.56797,8002.81,TICS.9
9,-1,bundled,bundled,0.76797,7065.34,TICS.9
9,-1,bundled,bundled,0.96797,6253.79,TICS.9
9,-1,bundled,bundled,1.168,5526.76,TICS.9
9,-1,bundled,bundled,2.168,3348.62,TICS.9
9,-1,bundled,bundled,3.168,2373.87,TICS.9
9,-1,bundled,bundled,4.168,1880.84,TICS.9
9,-1,bundled,bundled,5.168,1556.26,TICS.9
9,-1,bundled,bundled,7.168,1169.64,TICS.9
9,-1,bundled,bundled,9.168,941.207,TICS.9
9,-1,bundled,bundled,11.168,789.265,TICS.9
9,-1,bundled,bundled,13.168,680.883,TICS.9
9,-1,bundled,bundled,15.168,598.336,TICS.9
9,-1,bundled,bundled,19.168,485.466,TICS.9
9,-1,bundled,bundled,23.168,407.112,TICS.9
9,-1,bundled,bundled,27.168,350.57,TICS.9
9,-1,bundled,bundled,31.168,307.668,TICS.9
9,-1,bundled,bundled,35.168,273.939,TICS.9
9,-1,bundled,bundled,43.168,224.713,TICS.9
9,-1,bundled,bundled,51.168,190.316,TICS.9
9,-1,bundled,bundled,59.168,165.111,TICS.9
9,-1,bundled,bundled,67.168,146.069,TICS.9
9,-1,bundled,bundled,75.168,131.14,TICS.9
9,-1,bundled,bundled,91.168,108.968,TICS.9
9,-1,bundled,bundled,107.17,93.4263,TICS.9
9,-1,bundled,bundled,123.17,81.8351,TICS.9
9,-1,bundled,bundled,139.17,72.8419,TICS.9
9,-1,bundled,bundled,155.17,65.6644,TICS.9
9,-1,bundled,bundled,187.17,54.8903,TICS.9
9,-1,bundled,bundled,219.17,47.2238,TICS.9
9,-1,bundled,bundled,251.17,41.4713,TICS.9
9,-1,bundled,bundled,283.17,36.9879,TICS.9
9,-1,bundled,bundled,315.17,33.3989,TICS.9
9,-1,bundled,bundled,379.17,27.9972,TICS.9
9,-1,bundled,bundled,443.17,24.124,TICS.9
9,-1,bundled,bundled,507.17,21.2063,TICS.9
9,-1,bundled,bundled,571.17,18.9309,TICS.9
9,-1,bundled,bundled,635.17,17.1024,TICS.9
9,-1,bundled,bundled,699.17,15.6044,TICS.9
9,-1,bundled,bundled,763.17,14.349,TICS.9
9,-1,bundled,bundled,827.17,13.2866,TICS.9
9,-1,bundled,bundled,891.17,12.3718,TICS.9
9,-1,bundled,bundled,955.17,11.5782,TICS.9
9,2,D,resolved,0.1679728,0.0,TICS.9D
9,2,D,resolved,0.26217,5726.0,TICS.9D
9,2,D,resolved,0.36797,6772.0,TICS.9D
9,2,D,resolved,0.56797,6774.0,TICS.9D
9,2,D,resolved,0.76797,6314.0,TICS.9D
9,2,D,resolved,0.96797,5852.0,TICS.9D
9,2,D,resolved,1.168,5424.0,TICS.9D
9,2,D,resolved,2.168,3910.0,TICS.9D
9,2,D,resolved,3.168,3045.0,TICS.9D
9,2,D,resolved,4.168,2542.0,TICS.9D
9,2,D,resolved,5.168,2158.0,TICS.9D
9,2,D,resolved,7.168,1683.0,TICS.9D
9,2,D,resolved,9.168,1385.0,TICS.9D
9,2,D,resolved,11.168,1180.0,TICS.9D
9,2,D,resolved,13.168,1030.0,TICS.9D
9,2,D,resolved,15.168,914.7,TICS.9D
9,2,D,resolved,19.168,753.4,TICS.9D
9,2,D,resolved,23.168,640.0,TICS.9D
9,2,D,resolved,27.168,557.1,TICS.9D
9,2,D,resolved,31.168,493.4,TICS.9D
9,2,D,resolved,35.168,442.7,TICS.9D
9,2,D,resolved,43.168,367.6,TICS.9D
9,2,D,resolved,51.168,314.0,TICS.9D
9,2,D,resolved,59.168,273.9,TICS.9D
9,2,D,resolved,67.168,243.5,TICS.9D
9,2,D,resolved,75.168,219.6,TICS.9D
9,2,D,resolved,91.168,184.1,TICS.9D
9,2,D,resolved,107.17,158.9,TICS.9D
9,2,D,resolved,123.17,139.9,TICS.9D
9,2,D,resolved,139.17,125.1,TICS.9D
9,2,D,resolved,155.17,113.2,TICS.9D
9,2,D,resolved,187.17,95.33,TICS.9D
9,2,D,resolved,219.17,82.46,TICS.9D
9,2,D,resolved,251.17,72.75,TICS.9D
9,2,D,resolved,283.17,65.14,TICS.9D
9,2,D,resolved,315.17,59.02,TICS.9D
9,2,D,resolved,379.17,49.77,TICS.9D
9,2,D,resolved,443.17,43.09,TICS.9D
9,2,D,resolved,507.17,38.04,TICS.9D
9,2,D,resolved,571.17,34.08,TICS.9D
9,2,D,resolved,635.17,30.89,TICS.9D
9,2,D,resolved,699.17,28.26,TICS.9D
9,2,D,resolved,763.17,26.05,TICS.9D
9,2,D,resolved,827.17,24.18,TICS.9D
9,2,D,resolved,891.17,22.56,TICS.9D
9,2,D,resolved,955.17,21.16,TICS.9D
9,3,F,resolved,0.1679728,0.0,TICS.9F
9,3,F,resolved,0.26217,6035.0,TICS.9F
9,3,F,resolved,0.36797,7039.0,TICS.9F
9,3,F,resolved,0.56797,7036.0,TICS.9F
9,3,F,resolved,0.76797,6547.0,TICS.9F
9,3,F,resolved,0.96797,6064.0,TICS.9F
9,3,F,resolved,1.168,5586.0,TICS.9F
9,3,F,resolved,2.168,3992.0,TICS.9F
9,3,F,resolved,3.168,3113.0,TICS.9F
9,3,F,resolved,4.168,2615.0,TICS.9F
9,3,F,resolved,5.168,2232.0,TICS.9F
9,3,F,resolved,7.168,1748.0,TICS.9F
9,3,F,resolved,9.168,1443.0,TICS.9F
9,3,F,resolved,11.168,1231.0,TICS.9F
9,3,F,resolved,13.168,1076.0,TICS.9F
9,3,F,resolved,15.168,955.8,TICS.9F
9,3,F,resolved,19.168,787.7,TICS.9F
9,3,F,resolved,23.168,669.0,TICS.9F
9,3,F,resolved,27.168,582.0,TICS.9F
9,3,F,resolved,31.168,515.1,TICS.9F
9,3,F,resolved,35.168,462.0,TICS.9F
9,3,F,resolved,43.168,383.3,TICS.9F
9,3,F,resolved,51.168,327.3,TICS.9F
9,3,F,resolved,59.168,285.7,TICS.9F
9,3,F,resolved,67.168,254.0,TICS.9F
9,3,F,resolved,75.168,229.1,TICS.9F
9,3,F,resolved,91.168,192.0,TICS.9F
9,3,F,resolved,107.17,165.6,TICS.9F
9,3,F,resolved,123.17,145.8,TICS.9F
9,3,F,resolved,139.17,130.3,TICS.9F
9,3,F,resolved,155.17,117.9,TICS.9F
9,3,F,resolved,187.17,99.2,TICS.9F
9,3,F,resolved,219.17,85.78,TICS.9F
9,3,F,resolved,251.17,75.66,TICS.9F
9,3,F,resolved,283.17,67.73,TICS.9F
9,3,F,resolved,315.17,61.36,TICS.9F
9,3,F,resolved,379.17,51.72,TICS.9F
9,3,F,resolved,443.17,44.77,TICS.9F
9,3,F,resolved,507.17,39.51,TICS.9F
9,3,F,resolved,571.17,35.39,TICS.9F
9,3,F,resolved,635.17,32.07,TICS.9F
9,3,F,resolved,699.17,29.34,TICS.9F
9,3,F,resolved,763.17,27.05,TICS.9F
9,3,F,resolved,827.17,25.1,TICS.9F
9,3,F,resolved,891.17,23.42,TICS.9F
9,3,F,resolved,955.17,21.96,TICS.9F
9,4,G,resolved,0.1679728,0.0,TICS.9G
9,4,G,resolved,0.26217,6211.0,TICS.9G
9,4,G,resolved,0.36797,7334.0,TICS.9G
9,4,G,resolved,0.56797,7361.0,TICS.9G
9,4,G,resolved,0.76797,6796.0,TICS.9G
9,4,G,resolved,0.96797,6174.0,TICS.9G
9,4,G,resolved,1.168,5534.0,TICS.9G
9,4,G,resolved,2.168,3539.0,TICS.9G
9,4,G,resolved,3.168,2634.0,TICS.9G
9,4,G,resolved,4.168,2164.0,TICS.9G
9,4,G,resolved,5.168,1823.0,TICS.9G
9,4,G,resolved,7.168,1401.0,TICS.9G
9,4,G,resolved,9.168,1143.0,TICS.9G
9,4,G,resolved,11.168,967.3,TICS.9G
9,4,G,resolved,13.168,838.8,TICS.9G
9,4,G,resolved,15.168,740.7,TICS.9G
9,4,G,resolved,19.168,605.3,TICS.9G
9,4,G,resolved,23.168,510.2,TICS.9G
9,4,G,resolved,27.168,440.9,TICS.9G
9,4,G,resolved,31.168,388.0,TICS.9G
9,4,G,resolved,35.168,346.1,TICS.9G
9,4,G,resolved,43.168,284.5,TICS.9G
9,4,G,resolved,51.168,241.1,TICS.9G
9,4,G,resolved,59.168,209.1,TICS.9G
9,4,G,resolved,67.168,184.9,TICS.9G
9,4,G,resolved,75.168,166.0,TICS.9G
9,4,G,resolved,91.168,138.1,TICS.9G
9,4,G,resolved,107.17,118.4,TICS.9G
9,4,G,resolved,123.17,103.7,TICS.9G
9,4,G,resolved,139.17,92.29,TICS.9G
9,4,G,resolved,155.17,83.19,TICS.9G
9,4,G,resolved,187.17,69.54,TICS.9G
9,4,G,resolved,219.17,59.81,TICS.9G
9,4,G,resolved,251.17,52.51,TICS.9G
9,4,G,resolved,283.17,46.83,TICS.9G
9,4,G,resolved,315.17,42.27,TICS.9G
9,4,G,resolved,379.17,35.43,TICS.9G
9,4,G,resolved,443.17,30.52,TICS.9G
9,4,G,resolved,507.17,26.82,TICS.9G
9,4,G,resolved,571.17,23.94,TICS.9G
9,4,G,resolved,635.17,21.62,TICS.9G
9,4,G,resolved,699.17,19.72,TICS.9G
9,4,G,resolved,763.17,18.14,TICS.9G
9,4,G,resolved,827.17,16.79,TICS.9G
9,4,G,resolved,891.17,15.63,TICS.9G
9,4,G,resolved,955.17,14.63,TICS.9G
9,5,H,resolved,0.1679728,0.0,TICS.9H
9,5,H,resolved,0.26217,6455.0,TICS.9H
9,5,H,resolved,0.36797,7915.0,TICS.9H
9,5,H,resolved,0.56797,7861.0,TICS.9H
9,5,H,resolved,0.76797,7160.0,TICS.9H
9,5,H,resolved,0.96797,6440.0,TICS.9H
9,5,H,resolved,1.168,5760.0,TICS.9H
9,5,H,resolved,2.168,3636.0,TICS.9H
9,5,H,resolved,3.168,2696.0,TICS.9H
9,5,H,resolved,4.168,2199.0,TICS.9H
9,5,H,resolved,5.168,1850.0,TICS.9H
9,5,H,resolved,7.168,1403.0,TICS.9H
9,5,H,resolved,9.168,1134.0,TICS.9H
9,5,H,resolved,11.168,952.5,TICS.9H
9,5,H,resolved,13.168,821.3,TICS.9H
9,5,H,resolved,15.168,721.5,TICS.9H
9,5,H,resolved,19.168,584.4,TICS.9H
9,5,H,resolved,23.168,489.0,TICS.9H
9,5,H,resolved,27.168,420.2,TICS.9H
9,5,H,resolved,31.168,368.1,TICS.9H
9,5,H,resolved,35.168,327.2,TICS.9H
9,5,H,resolved,43.168,267.6,TICS.9H
9,5,H,resolved,51.168,225.9,TICS.9H
9,5,H,resolved,59.168,195.5,TICS.9H
9,5,H,resolved,67.168,172.6,TICS.9H
9,5,H,resolved,75.168,154.7,TICS.9H
9,5,H,resolved,91.168,128.1,TICS.9H
9,5,H,resolved,107.17,109.6,TICS.9H
9,5,H,resolved,123.17,95.84,TICS.9H
9,5,H,resolved,139.17,85.19,TICS.9H
9,5,H,resolved,155.17,76.7,TICS.9H
9,5,H,resolved,187.17,63.95,TICS.9H
9,5,H,resolved,219.17,54.93,TICS.9H
9,5,H,resolved,251.17,48.17,TICS.9H
9,5,H,resolved,283.17,42.91,TICS.9H
9,5,H,resolved,315.17,38.7,TICS.9H
9,5,H,resolved,379.17,32.38,TICS.9H
9,5,H,resolved,443.17,27.86,TICS.9H
9,5,H,resolved,507.17,24.46,TICS.9H
9,5,H,resolved,571.17,21.81,TICS.9H
9,5,H,resolved,635.17,19.68,TICS.9H
9,5,H,resolved,699.17,17.94,TICS.9H
9,5,H,resolved,763.17,16.48,TICS.9H
9,5,H,resolved,827.17,15.25,TICS.9H
9,5,H,resolved,891.17,14.19,TICS.9H
9,5,H,resolved,955.17,13.27,TICS.9H
9,6,I,resolved,0.1679728,0.0,TICS.9I
9,6,I,resolved,0.26217,6534.0,TICS.9I
9,6,I,resolved,0.36797,8254.0,TICS.9I
9,6,I,resolved,0.56797,8364.0,TICS.9I
9,6,I,resolved,0.76797,7512.0,TICS.9I
9,6,I,resolved,0.96797,6737.0,TICS.9I
9,6,I,resolved,1.168,5985.0,TICS.9I
9,6,I,resolved,2.168,3706.0,TICS.9I
9,6,I,resolved,3.168,2707.0,TICS.9I
9,6,I,resolved,4.168,2176.0,TICS.9I
9,6,I,resolved,5.168,1817.0,TICS.9I
9,6,I,resolved,7.168,1360.0,TICS.9I
9,6,I,resolved,9.168,1090.0,TICS.9I
9,6,I,resolved,11.168,907.9,TICS.9I
9,6,I,resolved,13.168,778.8,TICS.9I
9,6,I,resolved,15.168,680.8,TICS.9I
9,6,I,resolved,19.168,547.3,TICS.9I
9,6,I,resolved,23.168,455.5,TICS.9I
9,6,I,resolved,27.168,389.9,TICS.9I
9,6,I,resolved,31.168,340.5,TICS.9I
9,6,I,resolved,35.168,302.0,TICS.9I
9,6,I,resolved,43.168,245.9,TICS.9I
9,6,I,resolved,51.168,207.2,TICS.9I
9,6,I,resolved,59.168,179.1,TICS.9I
9,6,I,resolved,67.168,158.0,TICS.9I
9,6,I,resolved,75.168,141.4,TICS.9I
9,6,I,resolved,91.168,116.8,TICS.9I
9,6,I,resolved,107.17,99.73,TICS.9I
9,6,I,resolved,123.17,87.06,TICS.9I
9,6,I,resolved,139.17,77.28,TICS.9I
9,6,I,resolved,155.17,69.49,TICS.9I
9,6,I,resolved,187.17,57.81,TICS.9I
9,6,I,resolved,219.17,49.56,TICS.9I
9,6,I,resolved,251.17,43.39,TICS.9I
9,6,I,resolved,283.17,38.6,TICS.9I
9,6,I,resolved,315.17,34.78,TICS.9I
9,6,I,resolved,379.17,29.04,TICS.9I
9,6,I,resolved,443.17,24.94,TICS.9I
9,6,I,resolved,507.17,21.86,TICS.9I
9,6,I,resolved,571.17,19.47,TICS.9I
9,6,I,resolved,635.17,17.55,TICS.9I
9,6,I,resolved,699.17,15.98,TICS.9I
9,6,I,resolved,763.17,14.67,TICS.9I
9,6,I,resolved,827.17,13.56,TICS.9I
9,6,I,resolved,891.17,12.61,TICS.9I
9,6,I,resolved,955.17,11.78,TICS.9I
9,7,J,resolved,0.1679728,0.0,TICS.9J
9,7,J,resolved,0.26217,6640.0,TICS.9J
9,7,J,resolved,0.36797,8765.0,TICS.9J
9,7,J,resolved,0.56797,8793.0,TICS.9J
9,7,J,resolved,0.76797,7620.0,TICS.9J
9,7,J,resolved,0.96797,6687.0,TICS.9J
9,7,J,resolved,1.168,5885.0,TICS.9J
9,7,J,resolved,2.168,3477.0,TICS.9J
9,7,J,resolved,3.168,2387.0,TICS.9J
9,7,J,resolved,4.168,1840.0,TICS.9J
9,7,J,resolved,5.168,1498.0,TICS.9J
9,7,J,resolved,7.168,1095.0,TICS.9J
9,7,J,resolved,9.168,859.3,TICS.9J
9,7,J,resolved,11.168,707.6,TICS.9J
9,7,J,resolved,13.168,602.3,TICS.9J
9,7,J,resolved,15.168,523.0,TICS.9J
9,7,J,resolved,19.168,417.2,TICS.9J
9,7,J,resolved,23.168,345.3,TICS.9J
9,7,J,resolved,27.168,294.3,TICS.9J
9,7,J,resolved,31.168,256.1,TICS.9J
9,7,J,resolved,35.168,226.3,TICS.9J
9,7,J,resolved,43.168,183.6,TICS.9J
9,7,J,resolved,51.168,154.4,TICS.9J
9,7,J,resolved,59.168,133.4,TICS.9J
9,7,J,resolved,67.168,117.6,TICS.9J
9,7,J,resolved,75.168,105.2,TICS.9J
9,7,J,resolved,91.168,86.7,TICS.9J
9,7,J,resolved,107.17,73.92,TICS.9J
9,7,J,resolved,123.17,64.45,TICS.9J
9,7,J,resolved,139.17,57.14,TICS.9J
9,7,J,resolved,155.17,51.33,TICS.9J
9,7,J,resolved,187.17,42.64,TICS.9J
9,7,J,resolved,219.17,36.51,TICS.9J
9,7,J,resolved,251.17,31.93,TICS.9J
9,7,J,resolved,283.17,28.37,TICS.9J
9,7,J,resolved,315.17,25.54,TICS.9J
9,7,J,resolved,379.17,21.29,TICS.9J
9,7,J,resolved,443.17,18.26,TICS.9J
9,7,J,resolved,507.17,15.99,TICS.9J
9,7,J,resolved,571.17,14.22,TICS.9J
9,7,J,resolved,635.17,12.81,TICS.9J
9,7,J,resolved,699.17,11.66,TICS.9J
9,7,J,resolved,763.17,10.69,TICS.9J
9,7,J,resolved,827.17,9.879,TICS.9J
9,7,J,resolved,891.17,9.18,TICS.9J
9,7,J,resolved,955.17,8.575,TICS.9J
9,8,K,resolved,0.1679728,0.0,TICS.9K
9,8,K,resolved,0.26217,6740.0,TICS.9K
9,8,K,resolved,0.36797,9084.0,TICS.9K
9,8,K,resolved,0.56797,8545.0,TICS.9K
9,8,K,resolved,0.76797,6965.0,TICS.9K
9,8,K,resolved,0.96797,5746.0,TICS.9K
9,8,K,resolved,1.168,4761.0,TICS.9K
9,8,K,resolved,2.168,2132.0,TICS.9K
9,8,K,resolved,3.168,1122.0,TICS.9K
9,8,K,resolved,4.168,703.5,TICS.9K
9,8,K,resolved,5.168,500.2,TICS.9K
9,8,K,resolved,7.168,324.7,TICS.9K
9,8,K,resolved,9.168,242.6,TICS.9K
9,8,K,resolved,11.168,196.5,TICS.9K
9,8,K,resolved,13.168,166.5,TICS.9K
9,8,K,resolved,15.168,143.9,TICS.9K
9,8,K,resolved,19.168,114.6,TICS.9K
9,8,K,resolved,23.168,94.56,TICS.9K
9,8,K,resolved,27.168,80.24,TICS.9K
9,8,K,resolved,31.168,69.49,TICS.9K
9,8,K,resolved,35.168,61.22,TICS.9K
9,8,K,resolved,43.168,49.63,TICS.9K
9,8,K,resolved,51.168,41.81,TICS.9K
9,8,K,resolved,59.168,36.17,TICS.9K
9,8,K,resolved,67.168,31.91,TICS.9K
9,8,K,resolved,75.168,28.56,TICS.9K
9,8,K,resolved,91.168,23.59,TICS.9K
9,8,K,resolved,107.17,20.12,TICS.9K
9,8,K,resolved,123.17,17.54,TICS.9K
9,8,K,resolved,139.17,15.55,TICS.9K
9,8,K,resolved,155.17,13.97,TICS.9K
9,8,K,resolved,187.17,11.62,TICS.9K
9,8,K,resolved,219.17,9.945,TICS.9K
9,8,K,resolved,251.17,8.698,TICS.9K
9,8,K,resolved,283.17,7.73,TICS.9K
9,8,K,resolved,315.17,6.958,TICS.9K
9,8,K,resolved,379.17,5.801,TICS.9K
9,8,K,resolved,443.17,4.976,TICS.9K
9,8,K,resolved,507.17,4.357,TICS.9K
