ni,li,nf,lf,threshold_eV,n_points,sigma_max_cm2,filename
10,5,5,0,13.500000,47,1.412743e-15,:H.5S
8,5,3,1,13.393320,50,1.222043e-16,8H.3P
6,1,7,6,13.328199,55,1.138035e-11,6P.7I
9,5,9,1,13.500000,47,6.661873e-13,9H.9P
6,2,1,0,13.228975,58,4.416046e-19,6D.1S
10,8,8,1,13.500000,47,5.849791e-14,:K.8P
10,1,5,3,13.500000,47,4.945300e-16,:P.5F
10,9,6,0,13.500000,47,8.305639e-15,:L.6S
9,0,4,3,13.500000,47,9.002910e-17,9S.4F
9,2,9,3,13.500000,47,3.074711e-09,9D.9F
10,4,8,3,13.500000,47,2.573460e-13,:G.8F
6,1,4,3,13.228975,58,1.714893e-15,6P.4F
8,5,6,3,13.393320,50,1.540156e-14,8H.6F
5,0,5,3,13.061780,63,1.152596e-10,5S.5F
5,2,8,3,13.393320,50,2.968300e-12,5D.8F
6,4,9,3,13.500000,47,3.522756e-14,6G.9F
8,1,6,0,13.393320,50,3.267930e-14,8P.6S
6,5,4,0,13.228975,58,4.046409e-15,6H.4S
8,2,6,1,13.393320,50,3.578762e-14,8D.6P
7,5,8,7,13.393320,50,2.324795e-11,7H.8J
9,4,1,0,13.500000,47,1.221763e-19,9G.1S
9,0,7,6,13.500000,47,1.930235e-15,9S.7I
4,1,8,1,13.393320,50,1.200761e-12,4P.8P
6,4,3,0,13.228975,58,4.654070e-16,6G.3S
5,2,2,0,13.061780,63,6.135420e-17,5D.2S
7,0,9,1,13.500000,47,2.640387e-14,7S.9P
7,4,9,0,13.500000,47,4.796885e-14,7G.9S
5,1,2,1,13.061780,63,7.647573e-17,5P.2P
6,0,3,1,13.228975,58,1.569839e-16,6S.3P
4,2,8,0,13.393320,50,1.141395e-12,4D.8S
9,5,6,0,13.500000,47,9.114921e-15,9H.6S
4,0,5,0,13.061780,63,2.748758e-12,4S.5S
6,2,8,6,13.393320,50,5.880594e-12,6D.8I
10,8,7,0,13.500000,47,1.806743e-14,:K.7S
5,4,9,6,13.500000,47,1.679610e-14,5G.9I
7,1,4,0,13.328199,55,1.313893e-15,7P.4S
7,2,4,1,13.328199,55,1.843706e-15,7D.4P
5,0,9,7,13.500000,47,1.160717e-15,5S.9J
6,1,8,7,13.393320,50,3.788783e-12,6P.8J
10,9,9,1,13.500000,47,2.814284e-13,:L.9P
10,0,7,3,13.500000,47,1.215603e-15,:S.7F
7,5,4,3,13.328199,55,2.458368e-15,7H.4F
9,1,6,3,13.500000,47,2.776481e-15,9P.6F
6,0,6,3,13.228975,58,5.636970e-12,6S.6F
5,1,7,3,13.328199,55,9.380948e-12,5P.7F
9,1,3,1,13.500000,47,7.793188e-17,9P.3P
10,0,2,1,13.500000,47,1.926315e-18,:S.2P
8,2,9,0,13.500000,47,4.256430e-13,8D.9S
7,5,7,6,13.328199,55,6.348242e-08,7H.7I
8,1,9,1,13.500000,47,3.500354e-13,8P.9P
10,4,2,0,13.500000,47,4.309635e-18,:G.2S
9,2,3,0,13.500000,47,7.902399e-17,9D.3S
9,0,8,7,13.500000,47,5.337339e-15,9S.8J
10,1,9,7,13.500000,47,2.119254e-14,:P.9J
8,4,4,1,13.393320,50,9.285738e-16,8G.4P
8,0,4,0,13.393320,50,2.228465e-16,8S.4S
10,2,9,6,13.500000,47,3.780382e-14,:D.9I
9,4,8,6,13.500000,47,6.269834e-14,9G.8I
10,2,6,2,13.500000,47,2.389201e-15,:D.6D
9,4,7,2,13.500000,47,5.032109e-14,9G.7D
9,0,7,4,13.500000,47,1.927435e-15,9S.7G
10,1,6,4,13.500000,47,1.307172e-15,:P.6G
7,5,8,2,13.393320,50,1.293171e-11,7H.8D
5,2,8,5,13.393320,50,3.004704e-12,5D.8H
6,4,9,5,13.500000,47,3.200723e-14,6G.9H
6,0,9,8,13.500000,47,2.790762e-15,6S.9K
8,5,6,5,13.393320,50,1.686610e-14,8H.6H
9,1,9,8,13.500000,47,2.077810e-13,9P.9K
9,2,9,5,13.500000,47,3.774781e-13,9D.9H
10,4,8,5,13.500000,47,3.018705e-14,:G.8H
8,5,5,4,13.393320,50,5.071312e-15,8H.5G
5,0,6,4,13.228975,58,1.819064e-13,5S.6G
6,1,7,4,13.328199,55,9.263336e-12,6P.7G
6,2,7,2,13.328199,55,1.705932e-11,6D.7D
5,4,6,2,13.228975,58,1.151476e-12,5G.6D
10,5,3,2,13.500000,47,7.966805e-17,:H.3D
9,0,8,2,13.500000,47,7.809989e-14,9S.8D
10,1,9,2,13.500000,47,5.043310e-13,:P.9D
10,2,9,4,13.500000,47,1.462028e-13,:D.9G
9,4,8,4,13.500000,47,2.433446e-13,9G.8G
9,1,5,4,13.500000,47,9.378148e-16,9P.5G
7,5,7,4,13.328199,55,1.360377e-07,7H.7G
10,4,4,2,13.500000,47,3.822386e-16,:G.4D
9,2,5,2,13.500000,47,1.449426e-15,9D.5D
6,0,6,5,13.228975,58,9.882199e-12,6S.6H
5,1,7,5,13.328199,55,6.104617e-12,5P.7H
8,5,9,8,13.500000,47,2.343837e-13,8H.9K
10,0,7,5,13.500000,47,1.071948e-15,:S.7H
9,1,6,5,13.500000,47,2.398722e-15,9P.6H
6,2,8,4,13.393320,50,6.645071e-12,6D.8G
4,0,3,2,12.755506,70,6.687076e-16,4S.3D
5,4,9,4,13.500000,47,1.885431e-14,5G.9G
5,0,9,2,13.500000,47,2.265709e-15,5S.9D
6,1,8,2,13.393320,50,3.167120e-12,6P.8D
6,4,5,2,13.228975,58,6.614268e-14,6G.5D
5,2,4,2,13.061780,63,9.862597e-15,5D.4D
6,0,5,4,13.228975,58,2.116454e-15,6S.5G
4,2,4,2,12.755506,70,6.211028e-09,4D.4D
7,4,5,2,13.328199,55,9.630173e-15,7G.5D
10,5,6,4,13.500000,47,6.981105e-15,:H.6G
7,0,5,4,13.328199,55,9.660976e-16,7S.5G
9,8,7,4,13.500000,47,6.530260e-14,9K.7G
5,0,3,2,13.061780,63,2.472370e-16,5S.3D
7,2,8,4,13.393320,50,1.043945e-11,7D.8G
7,1,8,2,13.393320,50,4.889294e-12,7P.8D
4,0,9,2,13.500000,47,9.039313e-16,4S.9D
10,9,5,4,13.500000,47,1.423384e-15,:L.5G
8,1,6,5,13.393320,50,3.181121e-15,8P.6H
9,5,9,8,13.500000,47,7.588767e-13,9H.9K
4,1,7,5,13.328199,55,3.444348e-12,4P.7H
7,0,6,5,13.328199,55,2.929096e-15,7S.6H
6,5,7,4,13.328199,55,2.491412e-11,6H.7G
8,1,5,4,13.393320,50,1.215603e-15,8P.5G
8,2,5,2,13.393320,50,2.539017e-15,8D.5D
8,0,8,2,13.393320,50,5.163722e-11,8S.8D
8,4,8,4,13.393320,50,1.169398e-08,8G.8G
10,1,3,2,13.500000,47,3.906395e-17,:P.3D
10,9,6,5,13.500000,47,6.421049e-15,:L.6H
10,5,9,2,13.500000,47,1.349176e-12,:H.9D
9,8,8,2,13.500000,47,1.528674e-13,9K.8D
7,1,7,4,13.328199,55,2.867490e-10,7P.7G
4,0,6,4,13.228975,58,1.280009e-13,4S.6G
9,5,5,4,13.500000,47,3.318335e-15,9H.5G
7,2,7,2,13.328199,55,1.859948e-08,7D.7D
8,1,9,8,13.500000,47,3.365940e-14,8P.9K
8,2,9,5,13.500000,47,2.909494e-13,8D.9H
9,5,6,5,13.500000,47,9.431353e-15,9H.6H
10,8,7,5,13.500000,47,2.322275e-14,:K.7H
7,4,9,5,13.500000,47,1.353937e-13,7G.9H
4,2,8,5,13.393320,50,1.211682e-12,4D.8H
7,0,9,8,13.500000,47,6.177424e-15,7S.9K
6,5,8,2,13.393320,50,9.439754e-12,6H.8D
8,4,7,2,13.393320,50,5.631369e-13,8G.7D
10,9,9,8,13.500000,47,1.715173e-11,:L.9K
8,0,7,4,13.393320,50,5.144120e-15,8S.7G
9,4,4,1,13.500000,47,7.037111e-16,9G.4P
8,0,8,7,13.393320,50,6.533060e-11,8S.8J
10,2,5,1,13.500000,47,1.080349e-15,:D.5P
10,1,5,0,13.500000,47,9.742184e-16,:P.5S
8,4,8,6,13.393320,50,5.107716e-10,8G.8I
9,0,4,0,13.500000,47,1.419183e-16,9S.4S
10,9,6,3,13.500000,47,6.796287e-15,:L.6F
6,5,7,6,13.328199,55,2.847888e-11,6H.7I
9,2,9,0,13.500000,47,1.403502e-11,9D.9S
8,1,3,1,13.393320,50,9.518162e-17,8P.3P
10,4,8,0,13.500000,47,3.996004e-14,:G.8S
10,0,8,1,13.500000,47,2.711794e-14,:S.8P
8,2,3,0,13.393320,50,1.495911e-16,8D.3S
9,1,9,1,13.500000,47,1.574039e-11,9P.9P
9,8,4,3,13.500000,47,2.643467e-16,9K.4F
4,1,7,3,13.328199,55,4.875293e-12,4P.7F
10,5,5,3,13.500000,47,1.643486e-15,:H.5F
7,0,6,3,13.328199,55,4.553260e-15,7S.6F
8,1,6,3,13.393320,50,4.164021e-15,8P.6F
6,5,4,3,13.228975,58,5.558562e-15,6H.4F
10,9,3,1,13.500000,47,3.231527e-17,:L.3P
6,1,4,0,13.228975,58,3.690773e-15,6P.4S
7,2,8,6,13.393320,50,8.658475e-12,7D.8I
5,0,5,0,13.061780,63,3.612365e-09,5S.5S
8,5,6,0,13.393320,50,1.401542e-14,8H.6S
5,4,5,1,13.061780,63,5.407346e-10,5G.5P
7,1,8,7,13.393320,50,6.208227e-12,7P.8J
4,0,9,7,13.500000,47,3.343538e-16,4S.9J
6,2,4,1,13.228975,58,4.357240e-15,6D.4P
6,0,9,1,13.500000,47,4.670872e-15,6S.9P
4,2,2,0,12.755506,70,1.495631e-16,4D.2S
7,4,3,0,13.328199,55,2.144737e-16,7G.3S
5,1,8,1,13.393320,50,2.040286e-12,5P.8P
5,2,8,0,13.393320,50,3.066310e-12,5D.8S
7,0,3,1,13.328199,55,6.843892e-17,7S.3P
9,8,7,6,13.500000,47,2.352798e-13,9K.7I
4,1,2,1,12.755506,70,1.686610e-16,4P.2P
6,4,9,0,13.500000,47,3.393943e-14,6G.9S
8,4,1,0,13.393320,50,9.585369e-20,8G.1S
8,0,7,6,13.393320,50,2.926296e-15,8S.7I
7,5,4,0,13.328199,55,1.547716e-15,7H.4S
10,0,7,0,13.500000,47,3.393943e-15,:S.7S
9,1,6,0,13.500000,47,1.012862e-14,9P.6S
6,5,8,7,13.393320,50,1.582720e-11,6H.8J
9,2,6,1,13.500000,47,1.110592e-14,9D.6P
10,4,7,1,13.500000,47,1.005302e-14,:G.7P
7,4,9,3,13.500000,47,5.953402e-14,7G.9F
4,2,8,3,13.393320,50,1.230724e-12,4D.8F
4,0,5,3,13.061780,63,7.812789e-13,4S.5F
9,5,6,3,13.500000,47,9.814992e-15,9H.6F
7,1,4,3,13.328199,55,7.731581e-16,7P.4F
10,8,7,3,13.500000,47,1.976720e-14,:K.7F
8,2,9,3,13.500000,47,1.234085e-12,8D.9F
8,0,4,3,13.393320,50,1.302692e-16,8S.4F
7,1,7,6,13.328199,55,1.774819e-10,7P.7I
10,8,2,1,13.500000,47,2.074170e-18,:K.2P
9,5,3,1,13.500000,47,9.856996e-17,9H.3P
7,2,1,0,13.328199,55,2.668110e-19,7D.1S
8,5,9,1,13.500000,47,1.185360e-13,8H.9P
10,5,9,7,13.500000,47,1.085390e-13,:H.9J
5,2,7,1,13.328199,55,8.944104e-12,5D.7P
9,8,8,7,13.500000,47,7.672775e-12,9K.8J
6,4,6,1,13.228975,58,7.557964e-11,6G.6P
6,0,6,0,13.228975,58,6.339841e-10,6S.6S
5,1,7,0,13.328199,55,1.352257e-11,5P.7S
10,6,5,0,13.500000,47,1.581040e-15,:I.5S
9,7,4,0,13.500000,47,4.480453e-16,9J.4S
7,3,6,1,13.328199,55,1.906713e-13,7F.6P
8,7,8,7,13.393320,50,5.513757e-09,8J.8J
10,7,8,1,13.500000,47,4.878093e-14,:J.8P
9,6,9,1,13.500000,47,7.745583e-13,9I.9P
8,6,3,1,13.393320,50,1.051506e-16,8I.3P
2,0,6,0,13.228975,58,6.457453e-15,2S.6S
10,3,8,3,13.500000,47,4.007205e-14,:F.8F
3,2,1,0,12.094089,78,2.842287e-18,3D.1S
3,1,7,6,13.328199,55,8.672476e-13,3P.7I
8,6,6,3,13.393320,50,1.997722e-14,8I.6F
6,3,9,3,13.500000,47,2.778721e-14,6F.9F
3,1,4,3,12.755506,70,5.292535e-12,3P.4F
7,6,8,7,13.393320,50,2.181140e-11,7I.8J
9,3,1,0,13.500000,47,9.294139e-20,9F.1S
7,3,9,0,13.500000,47,4.600865e-14,7F.9S
8,7,7,6,13.393320,50,3.094313e-12,8J.7I
6,3,3,0,13.228975,58,4.866892e-16,6F.3S
4,3,5,1,13.061780,63,3.494753e-12,4F.5P
10,7,7,0,13.500000,47,1.946197e-14,:J.7S
5,3,9,6,13.500000,47,1.118153e-14,5F.9I
9,6,6,0,13.500000,47,1.047306e-14,9I.6S
3,0,3,1,12.094089,78,5.309337e-08,3S.3P
2,0,9,1,13.500000,47,7.465554e-17,2S.9P
7,6,4,3,13.328199,55,2.150057e-15,7I.4F
3,1,8,7,13.393320,50,2.485531e-13,3P.8J
3,2,8,6,13.393320,50,5.219727e-13,3D.8I
1,0,5,0,13.061780,63,6.731880e-15,1S.5S
2,1,4,0,12.755506,70,4.816487e-12,2P.4S
8,7,4,3,13.393320,50,1.024904e-15,8J.4F
10,3,2,0,13.500000,47,4.774482e-18,:F.2S
7,6,7,6,13.328199,55,6.068213e-09,7I.7I
9,3,8,6,13.500000,47,4.740879e-14,9F.8I
3,0,6,3,13.228975,58,2.495612e-14,3S.6F
8,3,4,1,13.393320,50,9.473357e-16,8F.4P
3,0,9,8,13.500000,47,4.376842e-17,3S.9K
9,3,7,2,13.500000,47,9.716982e-14,9F.7D
7,6,8,2,13.393320,50,1.280569e-11,7I.8D
6,3,9,5,13.500000,47,2.734196e-14,6F.9H
8,6,6,5,13.393320,50,6.381845e-14,8I.6H
10,3,8,5,13.500000,47,2.161818e-14,:F.8H
3,2,7,2,13.328199,55,2.796363e-12,3D.7D
3,1,7,4,13.328199,55,1.061587e-12,3P.7G
5,3,6,2,13.228975,58,9.873798e-13,5F.6D
8,6,5,4,13.393320,50,7.258333e-15,8I.5G
10,6,3,2,13.500000,47,5.438150e-17,:I.3D
8,7,8,2,13.393320,50,9.504160e-10,8J.8D
9,3,8,4,13.500000,47,1.293451e-13,9F.8G
3,0,6,5,13.228975,58,3.816786e-14,3S.6H
10,3,4,2,13.500000,47,3.220325e-16,:F.4D
7,6,7,4,13.328199,55,1.606242e-09,7I.7G
8,6,9,8,13.500000,47,1.221203e-12,8I.9K
3,1,8,2,13.393320,50,2.222865e-13,3P.8D
1,0,3,2,12.094089,78,1.078669e-13,1S.3D
3,2,8,4,13.393320,50,6.491056e-13,3D.8G
3,0,5,4,13.061780,63,3.956800e-13,3S.5G
5,3,9,4,13.500000,47,1.323974e-14,5F.9G
8,7,7,4,13.393320,50,1.252007e-13,8J.7G
6,3,5,2,13.228975,58,1.479389e-13,6F.5D
9,7,7,4,13.500000,47,6.474254e-14,9J.7G
10,6,6,4,13.500000,47,6.499457e-15,:I.6G
7,3,5,2,13.328199,55,1.795541e-14,7F.5D
4,3,9,4,13.500000,47,7.219130e-15,4F.9G
2,0,5,4,13.061780,63,8.714481e-14,2S.5G
2,1,8,2,13.393320,50,4.693274e-14,2P.8D
1,0,9,2,13.500000,47,4.161220e-18,1S.9D
9,6,9,8,13.500000,47,1.366818e-12,9I.9K
8,3,8,4,13.393320,50,1.137755e-06,8F.8G
2,0,6,5,13.228975,58,6.493856e-15,2S.6H
9,7,8,2,13.500000,47,1.263768e-13,9J.8D
10,6,9,2,13.500000,47,5.592165e-13,:I.9D
4,3,6,2,13.228975,58,7.140722e-13,4F.6D
9,6,5,4,13.500000,47,3.438747e-15,9I.5G
2,1,7,4,13.328199,55,1.894391e-13,2P.7G
1,0,6,4,13.228975,58,2.747918e-16,1S.6G
10,7,7,5,13.500000,47,2.451648e-14,:J.7H
9,6,6,5,13.500000,47,1.354497e-14,9I.6H
7,3,9,5,13.500000,47,4.600865e-14,7F.9H
2,0,9,8,13.500000,47,3.564760e-18,2S.9K
8,3,7,2,13.393320,50,8.196428e-13,8F.7D
8,3,8,6,13.393320,50,3.491953e-10,8F.8I
9,3,4,1,13.500000,47,5.973004e-16,9F.4P
2,0,6,3,13.228975,58,5.230929e-15,2S.6F
10,3,8,0,13.500000,47,7.667175e-14,:F.8S
10,6,5,3,13.500000,47,1.690251e-15,:I.5F
9,7,4,3,13.500000,47,5.463352e-16,9J.4F
2,1,8,7,13.393320,50,2.052327e-14,2P.8J
3,2,4,1,12.755506,70,1.901392e-11,3D.4P
1,0,9,7,13.500000,47,3.239927e-19,1S.9J
3,1,4,0,12.755506,70,1.461748e-11,3P.4S
2,0,3,1,12.094089,78,6.076614e-12,2S.3P
3,0,9,1,13.500000,47,5.169322e-16,3S.9P
5,3,5,1,13.061780,63,6.594666e-10,5F.5P
8,6,6,0,13.393320,50,1.780700e-14,8I.6S
4,3,9,6,13.500000,47,5.054511e-15,4F.9I
9,7,7,6,13.500000,47,1.621364e-13,9J.7I
6,3,9,0,13.500000,47,2.971100e-14,6F.9S
7,3,3,0,13.328199,55,2.796083e-16,7F.3S
8,3,1,0,13.393320,50,1.089310e-19,8F.1S
1,0,5,3,13.061780,63,4.329237e-15,1S.5F
10,3,7,1,13.500000,47,1.540436e-14,:F.7P
2,1,4,3,12.755506,70,1.784620e-12,2P.4F
7,6,4,0,13.328199,55,1.509072e-15,7I.4S
7,3,9,3,13.500000,47,4.584063e-14,7F.9F
10,7,7,3,13.500000,47,1.975880e-14,:J.7F
9,6,6,3,13.500000,47,1.008662e-14,9I.6F
2,1,7,6,13.328199,55,1.308012e-13,2P.7I
3,0,6,0,13.228975,58,7.731581e-14,3S.6S
8,6,9,1,13.500000,47,1.469308e-13,8I.9P
9,6,3,1,13.500000,47,7.706379e-17,9I.3P
10,7,2,1,13.500000,47,2.167419e-18,:J.2P
8,7,4,0,13.393320,50,8.092818e-16,8J.4S
9,7,8,7,13.500000,47,1.575439e-13,9J.8J
6,3,6,1,13.228975,58,4.578463e-11,6F.6P
10,6,9,7,13.500000,47,1.228764e-13,:I.9J
8,7,2,1,13.393320,50,5.303736e-18,8J.2P
9,7,8,1,13.500000,47,1.275809e-13,9J.8P
10,6,9,1,13.500000,47,3.547959e-13,:I.9P
8,6,9,7,13.500000,47,5.004106e-12,8I.9J
4,3,6,1,13.228975,58,6.488256e-13,4F.6P
9,6,5,0,13.500000,47,2.594742e-15,9I.5S
10,7,4,0,13.500000,47,3.144718e-16,:J.4S
9,3,8,3,13.500000,47,2.701713e-13,9F.8F
7,6,7,3,13.328199,55,1.159037e-09,7I.7F
2,1,7,0,13.328199,55,3.609565e-13,2P.7S
1,0,6,0,13.228975,58,4.925698e-16,1S.6S
5,3,9,3,13.500000,47,1.498151e-14,5F.9F
8,7,7,3,13.393320,50,7.809989e-14,8J.7F
3,2,8,3,13.393320,50,6.787886e-13,3D.8F
10,3,1,0,13.500000,47,1.689411e-19,:F.1S
7,6,2,1,13.328199,55,1.242486e-17,7I.2P
8,3,7,1,13.393320,50,4.995705e-13,8F.7P
3,0,5,3,13.061780,63,4.164021e-13,3S.5F
9,7,7,0,13.500000,47,3.763580e-14,9J.7S
6,3,9,6,13.500000,47,2.377440e-14,6F.9I
10,6,6,0,13.500000,47,5.586565e-15,:I.6S
7,3,5,1,13.328199,55,9.128922e-15,7F.5P
5,3,3,0,13.061780,63,9.450955e-16,5F.3S
4,3,9,0,13.500000,47,7.546763e-15,4F.9S
2,0,5,0,13.061780,63,1.690531e-13,2S.5S
3,0,9,7,13.500000,47,8.311240e-17,3S.9J
2,1,8,1,13.393320,50,5.533359e-14,2P.8P
1,0,9,1,13.500000,47,3.542358e-18,1S.9P
3,2,2,0,12.094089,78,8.725682e-16,3D.2S
3,1,2,1,12.094089,78,9.229733e-16,3P.2P
8,6,5,3,13.393320,50,4.340439e-15,8I.5F
3,1,7,3,13.328199,55,1.601762e-12,3P.7F
10,3,8,6,13.500000,47,2.463409e-14,:F.8I
8,3,8,0,13.393320,50,2.538176e-10,8F.8S
9,3,2,0,13.500000,47,7.294737e-18,9F.2S
3,2,8,5,13.393320,50,4.203225e-13,3D.8H
10,3,7,2,13.500000,47,3.063510e-14,:F.7D
8,7,7,5,13.393320,50,5.544560e-13,8J.7H
5,3,9,5,13.500000,47,1.232405e-14,5F.9H
7,6,7,5,13.328199,55,7.501958e-08,7I.7H
3,0,6,4,13.228975,58,3.444348e-14,3S.6G
9,3,8,5,13.500000,47,4.519657e-14,9F.8H
8,6,9,2,13.500000,47,1.466788e-13,8I.9D
9,6,3,2,13.500000,47,8.297238e-17,9I.3D
6,3,6,2,13.228975,58,5.648171e-08,6F.6D
9,3,4,2,13.500000,47,5.967403e-16,9F.4D
3,1,7,5,13.328199,55,1.049266e-12,3P.7H
10,3,8,4,13.500000,47,2.152297e-14,:F.8G
3,2,4,2,12.755506,70,2.148097e-11,3D.4D
2,0,3,2,12.094089,78,1.790221e-12,2S.3D
3,0,9,2,13.500000,47,3.573161e-16,3S.9D
5,3,5,2,13.061780,63,1.644046e-08,5F.5D
8,6,6,4,13.393320,50,1.772579e-14,8I.6G
6,3,9,4,13.500000,47,2.817085e-14,6F.9G
7,3,9,4,13.500000,47,1.026024e-13,7F.9G
4,3,5,2,13.061780,63,4.236828e-12,4F.5D
10,7,7,4,13.500000,47,2.449127e-14,:J.7G
9,6,6,4,13.500000,47,1.083710e-14,9I.6G
3,0,3,2,12.094089,78,4.245229e-10,3S.3D
2,0,9,2,13.500000,47,6.034610e-17,2S.9D
1,0,5,4,13.061780,63,4.180822e-15,1S.5G
10,6,9,8,13.500000,47,1.260967e-13,:I.9K
2,1,7,5,13.328199,55,1.610443e-13,2P.7H
1,0,6,5,13.228975,58,1.968039e-16,1S.6H
8,3,4,2,13.393320,50,8.274836e-16,8F.4D
10,6,5,4,13.500000,47,2.118694e-15,:I.5G
7,3,6,2,13.328199,55,3.603964e-13,7F.6D
10,7,8,2,13.500000,47,6.633870e-14,:J.8D
9,6,9,2,13.500000,47,9.109321e-13,9I.9D
8,6,3,2,13.393320,50,1.318093e-16,8I.3D
2,0,6,4,13.228975,58,5.485754e-15,2S.6G
8,3,8,5,13.393320,50,3.211925e-10,8F.8H
4,3,9,5,13.500000,47,6.589066e-15,4F.9H
9,7,7,5,13.500000,47,4.133218e-14,9J.7H
10,6,6,5,13.500000,47,6.334240e-15,:I.6H
1,0,9,8,13.500000,47,3.351939e-19,1S.9K
9,3,8,0,13.500000,47,6.871894e-13,9F.8S
8,3,2,0,13.393320,50,9.462156e-18,8F.2S
2,1,7,3,13.328199,55,2.943097e-13,2P.7F
10,3,4,1,13.500000,47,3.301534e-16,:F.4P
1,0,6,3,13.228975,58,2.183941e-16,1S.6F
7,6,7,0,13.328199,55,8.372846e-10,7I.7S
9,6,5,3,13.500000,47,2.943097e-15,9I.5F
10,7,4,3,13.500000,47,4.035208e-16,:J.4F
3,1,8,1,13.393320,50,4.413246e-13,3P.8P
1,0,3,1,12.094089,78,3.405144e-13,1S.3P
3,2,8,0,13.393320,50,3.433147e-13,3D.8S
2,1,2,1,10.204389,96,8.403649e-10,2P.2P
3,0,5,0,13.061780,63,7.812789e-13,3S.5S
2,0,9,7,13.500000,47,8.700479e-18,2S.9J
4,3,3,0,12.755506,70,4.032407e-15,4F.3S
10,7,7,6,13.500000,47,3.175521e-14,:J.7I
5,3,9,0,13.500000,47,1.901952e-14,5F.9S
7,3,9,6,13.500000,47,4.217226e-14,7F.9I
8,7,7,0,13.393320,50,5.959002e-14,8J.7S
6,3,5,1,13.228975,58,6.104617e-14,6F.5P
2,0,5,3,13.061780,63,7.412349e-14,2S.5F
9,3,7,1,13.500000,47,5.572563e-14,9F.7P
7,6,8,1,13.393320,50,1.204402e-11,7I.8P
9,7,7,3,13.500000,47,5.160922e-14,9J.7F
10,6,6,3,13.500000,47,5.566963e-15,:I.6F
4,3,9,3,13.500000,47,7.765185e-15,4F.9F
3,2,7,1,13.328199,55,2.226225e-12,3D.7P
3,1,7,0,13.328199,55,2.623865e-12,3P.7S
8,3,8,3,13.393320,50,1.198241e-08,8F.8F
10,7,8,7,13.500000,47,6.502257e-14,:J.8J
5,3,6,1,13.228975,58,9.092519e-13,5F.6P
9,6,9,7,13.500000,47,1.756337e-09,9I.9J
8,6,5,0,13.393320,50,3.713175e-15,8I.5S
10,6,3,1,13.500000,47,4.656871e-17,:I.3P
9,7,2,1,13.500000,47,2.582981e-18,9J.2P
8,7,8,1,13.393320,50,1.048706e-09,8J.8P
1,0,8,5,13.393320,50,8.095618e-16,1S.8H
2,1,9,5,13.500000,47,7.056713e-17,2P.9H
2,0,7,2,13.328199,55,4.410446e-14,2S.7D
8,3,9,8,13.500000,47,1.059627e-13,8F.9K
9,6,8,4,13.500000,47,1.723294e-12,9I.8G
10,7,9,4,13.500000,47,1.395381e-12,:J.9G
9,7,5,2,13.500000,47,2.636186e-15,9J.5D
10,6,4,2,13.500000,47,4.021206e-16,:I.4D
7,3,7,4,13.328199,55,1.019863e-06,7F.7G
8,3,5,4,13.393320,50,2.993502e-15,8F.5G
10,3,3,2,13.500000,47,7.899598e-17,:F.3D
10,6,8,5,13.500000,47,3.900794e-13,:I.8H
9,7,9,5,13.500000,47,2.677351e-12,9J.9H
4,3,7,5,13.328199,55,1.090710e-11,4F.7H
2,1,5,2,13.061780,63,3.027106e-13,2P.5D
1,0,4,2,12.755506,70,4.010005e-14,1S.4D
8,3,6,5,13.393320,50,8.501659e-15,8F.6H
2,0,8,4,13.393320,50,8.974907e-15,2S.8G
9,6,7,2,13.500000,47,2.831086e-14,9I.7D
10,7,6,2,13.500000,47,6.653472e-15,:J.6D
7,3,8,2,13.393320,50,1.012862e-11,7F.8D
9,7,3,0,13.500000,47,5.513757e-17,9J.3S
10,6,2,0,13.500000,47,1.804782e-18,:I.2S
7,3,7,6,13.328199,55,6.241831e-10,7F.7I
8,7,9,0,13.500000,47,1.375219e-13,8J.9S
9,6,8,6,13.500000,47,1.682410e-13,9I.8I
10,7,9,6,13.500000,47,9.047714e-12,:J.9I
5,3,7,0,13.328199,55,1.390340e-11,5F.7S
8,6,4,1,13.393320,50,8.865696e-16,8I.4P
2,0,1,0,10.204389,96,1.786301e-17,2S.1S
3,2,6,0,13.228975,58,9.422952e-14,3D.6S
3,1,6,1,13.228975,58,1.290650e-13,3P.6P
7,3,4,3,13.328199,55,1.781820e-15,7F.4F
7,6,9,0,13.500000,47,6.936301e-14,7I.9S
1,0,8,3,13.393320,50,1.612683e-15,1S.8F
2,1,9,3,13.500000,47,2.098532e-16,2P.9F
9,3,6,0,13.500000,47,7.328341e-15,9F.6S
7,3,8,7,13.393320,50,1.346376e-11,7F.8J
8,7,6,1,13.393320,50,2.014524e-14,8J.6P
6,3,4,0,13.228975,58,3.841988e-15,6F.4S
4,3,2,1,12.755506,70,1.880110e-16,4F.2P
9,6,1,0,13.500000,47,7.359144e-20,9I.1S
5,3,8,1,13.393320,50,4.869692e-12,5F.8P
3,0,4,1,12.755506,70,6.457453e-12,3S.4P
8,3,6,3,13.393320,50,1.076989e-14,8F.6F
2,0,8,6,13.393320,50,6.135420e-15,2S.8I
3,1,9,0,13.500000,47,1.973079e-15,3P.9S
2,1,3,0,12.094089,78,1.568438e-11,2P.3S
1,0,2,0,10.204389,96,2.288391e-12,1S.2S
3,2,9,1,13.500000,47,2.177780e-15,3D.9P
4,3,7,3,13.328199,55,9.456556e-12,4F.7F
10,6,8,3,13.500000,47,4.161220e-14,:I.8F
9,7,9,3,13.500000,47,1.057107e-12,9J.9F
