n_i,l_i,l_i_char,n_f,l_f,l_f_char,E_eV,sigma_a0sq,filename
8,0,S,9,1,P,0.4125906,33470.0,9P.8S
8,0,S,9,1,P,0.6125906,44130.0,9P.8S
8,0,S,9,1,P,0.8125906,45820.0,9P.8S
8,0,S,9,1,P,1.0125906,45100.0,9P.8S
8,0,S,9,1,P,1.2125906,43500.0,9P.8S
8,0,S,9,1,P,2.2125906,34930.0,9P.8S
8,0,S,9,1,P,3.2125906,28890.0,9P.8S
8,0,S,9,1,P,4.2125906,24710.0,9P.8S
8,0,S,9,1,P,5.2125906,21680.0,9P.8S
8,0,S,9,1,P,7.2125906,17540.0,9P.8S
8,0,S,9,1,P,9.2125906,14850.0,9P.8S
8,0,S,9,1,P,11.2125906,12930.0,9P.8S
8,0,S,9,1,P,13.2125906,11490.0,9P.8S
8,0,S,9,1,P,15.2125906,10370.0,9P.8S
8,0,S,9,1,P,19.2125906,8721.0,9P.8S
8,0,S,9,1,P,23.2125906,7560.0,9P.8S
8,0,S,9,1,P,27.2125906,6694.0,9P.8S
8,0,S,9,1,P,31.2125906,6021.0,9P.8S
8,0,S,9,1,P,35.2125906,5481.0,9P.8S
8,0,S,9,1,P,43.2125906,4665.0,9P.8S
8,0,S,9,1,P,51.2125906,4076.0,9P.8S
8,0,S,9,1,P,59.2125906,3628.0,9P.8S
8,0,S,9,1,P,67.2125906,3276.0,9P.8S
8,0,S,9,1,P,75.2125906,2990.0,9P.8S
8,0,S,9,1,P,91.2125906,2555.0,9P.8S
8,0,S,9,1,P,107.2125906,2237.0,9P.8S
8,0,S,9,1,P,123.2125906,1994.0,9P.8S
8,0,S,9,1,P,139.2125906,1802.0,9P.8S
8,0,S,9,1,P,155.2125906,1645.0,9P.8S
8,0,S,9,1,P,187.2125906,1406.0,9P.8S
8,0,S,9,1,P,219.2125906,1231.0,9P.8S
8,0,S,9,1,P,251.2125906,1097.0,9P.8S
8,0,S,9,1,P,283.2125906,991.2,9P.8S
8,0,S,9,1,P,315.2125906,904.9,9P.8S
8,0,S,9,1,P,379.2125906,772.7,9P.8S
8,0,S,9,1,P,443.2125906,676.0,9P.8S
8,0,S,9,1,P,507.2125906,601.9,9P.8S
8,0,S,9,1,P,571.2125906,543.2,9P.8S
8,0,S,9,1,P,635.2125906,495.5,9P.8S
8,0,S,9,1,P,699.2125906,456.0,9P.8S
8,0,S,9,1,P,763.2125906,422.6,9P.8S
8,0,S,9,1,P,827.2125906,394.0,9P.8S
8,0,S,9,1,P,891.2125906,369.2,9P.8S
8,0,S,9,1,P,955.2125906,347.5,9P.8S
1,0,S,9,0,S,13.5,0.00075,9S.1S
1,0,S,9,0,S,13.6,0.002665,9S.1S
1,0,S,9,0,S,13.7,0.001393,9S.1S
1,0,S,9,0,S,13.8058,0.001809,9S.1S
1,0,S,9,0,S,14.0058,0.002132,9S.1S
1,0,S,9,0,S,14.2058,0.002114,9S.1S
1,0,S,9,0,S,14.4058,0.002306,9S.1S
1,0,S,9,0,S,14.6058,0.002589,9S.1S
1,0,S,9,0,S,15.6058,0.002577,9S.1S
1,0,S,9,0,S,16.6058,0.002371,9S.1S
1,0,S,9,0,S,17.6058,0.002333,9S.1S
1,0,S,9,0,S,18.6058,0.002244,9S.1S
1,0,S,9,0,S,20.6058,0.001982,9S.1S
1,0,S,9,0,S,22.6058,0.001672,9S.1S
1,0,S,9,0,S,24.6058,0.001527,9S.1S
1,0,S,9,0,S,26.6058,0.001344,9S.1S
1,0,S,9,0,S,28.6058,0.00121,9S.1S
1,0,S,9,0,S,32.6058,0.001241,9S.1S
1,0,S,9,0,S,36.6058,0.001206,9S.1S
1,0,S,9,0,S,40.6058,0.001182,9S.1S
1,0,S,9,0,S,44.6058,0.001159,9S.1S
1,0,S,9,0,S,48.6058,0.001119,9S.1S
1,0,S,9,0,S,56.6058,0.001092,9S.1S
1,0,S,9,0,S,64.6058,0.001035,9S.1S
1,0,S,9,0,S,72.6058,0.0009967,9S.1S
1,0,S,9,0,S,80.6058,0.0009369,9S.1S
1,0,S,9,0,S,88.6058,0.0008773,9S.1S
1,0,S,9,0,S,104.6058,0.0007743,9S.1S
1,0,S,9,0,S,120.6058,0.0006936,9S.1S
1,0,S,9,0,S,136.6058,0.0006227,9S.1S
1,0,S,9,0,S,152.6058,0.0005683,9S.1S
1,0,S,9,0,S,168.6058,0.0005232,9S.1S
1,0,S,9,0,S,200.6058,0.0004472,9S.1S
1,0,S,9,0,S,232.6058,0.0003982,9S.1S
1,0,S,9,0,S,264.6058,0.0003592,9S.1S
1,0,S,9,0,S,296.6058,0.0003264,9S.1S
1,0,S,9,0,S,328.6058,0.0002984,9S.1S
1,0,S,9,0,S,392.6058,0.0002546,9S.1S
1,0,S,9,0,S,456.6058,0.0002222,9S.1S
1,0,S,9,0,S,520.6058,0.0001886,9S.1S
1,0,S,9,0,S,584.6058,0.0001704,9S.1S
1,0,S,9,0,S,648.6058,0.000155,9S.1S
1,0,S,9,0,S,712.6058,0.0001424,9S.1S
1,0,S,9,0,S,776.6058,0.0001315,9S.1S
1,0,S,9,0,S,840.6058,0.000122,9S.1S
1,0,S,9,0,S,904.6058,0.0001137,9S.1S
1,0,S,9,0,S,968.6058,0.0001065,9S.1S
2,1,P,9,0,S,3.29565,0.05592,9S.2P
2,1,P,9,0,S,3.39565,0.05495,9S.2P
2,1,P,9,0,S,3.49565,0.07465,9S.2P
2,1,P,9,0,S,3.60145,0.09099,9S.2P
2,1,P,9,0,S,3.80145,0.07384,9S.2P
2,1,P,9,0,S,4.00145,0.07902,9S.2P
2,1,P,9,0,S,4.20145,0.09256,9S.2P
2,1,P,9,0,S,4.40145,0.08965,9S.2P
2,1,P,9,0,S,5.40145,0.05482,9S.2P
2,1,P,9,0,S,6.40145,0.04394,9S.2P
2,1,P,9,0,S,7.40145,0.037,9S.2P
2,1,P,9,0,S,8.40145,0.02984,9S.2P
2,1,P,9,0,S,10.40145,0.02471,9S.2P
2,1,P,9,0,S,12.40145,0.02111,9S.2P
2,1,P,9,0,S,14.40145,0.01951,9S.2P
2,1,P,9,0,S,16.40145,0.01804,9S.2P
2,1,P,9,0,S,18.40145,0.0165,9S.2P
2,1,P,9,0,S,22.40145,0.01287,9S.2P
2,1,P,9,0,S,26.40145,0.01145,9S.2P
2,1,P,9,0,S,30.40145,0.01042,9S.2P
2,1,P,9,0,S,34.40145,0.009546,9S.2P
2,1,P,9,0,S,38.40145,0.008921,9S.2P
2,1,P,9,0,S,46.40145,0.007826,9S.2P
2,1,P,9,0,S,54.40145,0.007047,9S.2P
2,1,P,9,0,S,62.40145,0.006463,9S.2P
2,1,P,9,0,S,70.40145,0.005989,9S.2P
2,1,P,9,0,S,78.40145,0.005595,9S.2P
2,1,P,9,0,S,94.40145,0.00506,9S.2P
2,1,P,9,0,S,110.40145,0.004485,9S.2P
2,1,P,9,0,S,126.40145,0.004029,9S.2P
2,1,P,9,0,S,142.40145,0.003657,9S.2P
2,1,P,9,0,S,158.40145,0.003352,9S.2P
2,1,P,9,0,S,190.40145,0.002847,9S.2P
2,1,P,9,0,S,222.40145,0.002517,9S.2P
2,1,P,9,0,S,254.40145,0.002261,9S.2P
2,1,P,9,0,S,286.40145,0.002055,9S.2P
2,1,P,9,0,S,318.40145,0.001886,9S.2P
2,1,P,9,0,S,382.40145,0.001625,9S.2P
2,1,P,9,0,S,446.40145,0.001431,9S.2P
2,1,P,9,0,S,510.40145,0.001281,9S.2P
2,1,P,9,0,S,574.40145,0.001162,9S.2P
2,1,P,9,0,S,638.40145,0.001064,9S.2P
2,1,P,9,0,S,702.40145,0.0009822,9S.2P
2,1,P,9,0,S,766.40145,0.000913,9S.2P
2,1,P,9,0,S,830.40145,0.0008535,9S.2P
2,1,P,9,0,S,894.40145,0.0008018,9S.2P
2,1,P,9,0,S,958.40145,0.0007564,9S.2P
2,0,S,9,0,S,3.29565,0.0872,9S.2S
2,0,S,9,0,S,3.39565,0.07939,9S.2S
2,0,S,9,0,S,3.49565,0.07709,9S.2S
2,0,S,9,0,S,3.60145,0.1131,9S.2S
2,0,S,9,0,S,3.80145,0.08302,9S.2S
2,0,S,9,0,S,4.00145,0.08893,9S.2S
2,0,S,9,0,S,4.20145,0.1012,9S.2S
2,0,S,9,0,S,4.40145,0.08583,9S.2S
2,0,S,9,0,S,5.40145,0.06319,9S.2S
2,0,S,9,0,S,6.40145,0.06279,9S.2S
2,0,S,9,0,S,7.40145,0.06863,9S.2S
2,0,S,9,0,S,8.40145,0.05827,9S.2S
2,0,S,9,0,S,10.40145,0.06391,9S.2S
2,0,S,9,0,S,12.40145,0.06709,9S.2S
2,0,S,9,0,S,14.40145,0.06754,9S.2S
2,0,S,9,0,S,16.40145,0.06411,9S.2S
2,0,S,9,0,S,18.40145,0.0601,9S.2S
2,0,S,9,0,S,22.40145,0.05794,9S.2S
2,0,S,9,0,S,26.40145,0.05063,9S.2S
2,0,S,9,0,S,30.40145,0.04509,9S.2S
2,0,S,9,0,S,34.40145,0.04069,9S.2S
2,0,S,9,0,S,38.40145,0.03757,9S.2S
2,0,S,9,0,S,46.40145,0.03296,9S.2S
2,0,S,9,0,S,54.40145,0.02872,9S.2S
2,0,S,9,0,S,62.40145,0.02524,9S.2S
2,0,S,9,0,S,70.40145,0.02246,9S.2S
2,0,S,9,0,S,78.40145,0.02025,9S.2S
2,0,S,9,0,S,94.40145,0.0167,9S.2S
2,0,S,9,0,S,110.40145,0.01484,9S.2S
2,0,S,9,0,S,126.40145,0.01344,9S.2S
2,0,S,9,0,S,142.40145,0.01226,9S.2S
2,0,S,9,0,S,158.40145,0.01127,9S.2S
2,0,S,9,0,S,190.40145,0.01033,9S.2S
2,0,S,9,0,S,222.40145,0.008946,9S.2S
2,0,S,9,0,S,254.40145,0.007895,9S.2S
2,0,S,9,0,S,286.40145,0.007057,9S.2S
2,0,S,9,0,S,318.40145,0.006377,9S.2S
2,0,S,9,0,S,382.40145,0.005343,9S.2S
2,0,S,9,0,S,446.40145,0.004596,9S.2S
2,0,S,9,0,S,510.40145,0.003988,9S.2S
2,0,S,9,0,S,574.40145,0.003554,9S.2S
2,0,S,9,0,S,638.40145,0.003205,9S.2S
2,0,S,9,0,S,702.40145,0.002918,9S.2S
2,0,S,9,0,S,766.40145,0.002678,9S.2S
2,0,S,9,0,S,830.40145,0.002474,9S.2S
2,0,S,9,0,S,894.40145,0.002299,9S.2S
2,0,S,9,0,S,958.40145,0.002147,9S.2S
3,2,D,9,0,S,1.4059556,0.7578,9S.3D
3,2,D,9,0,S,1.5059556,0.6083,9S.3D
3,2,D,9,0,S,1.6059556,0.5671,9S.3D
3,2,D,9,0,S,1.7117556,0.6183,9S.3D
3,2,D,9,0,S,1.9117556,0.5029,9S.3D
3,2,D,9,0,S,2.1117556,0.4731,9S.3D
3,2,D,9,0,S,2.3117556,0.4505,9S.3D
3,2,D,9,0,S,2.5117556,0.398,9S.3D
3,2,D,9,0,S,3.5117556,0.1882,9S.3D
3,2,D,9,0,S,4.5117556,0.1279,9S.3D
3,2,D,9,0,S,5.5117556,0.1017,9S.3D
3,2,D,9,0,S,6.5117556,0.07073,9S.3D
3,2,D,9,0,S,8.5117556,0.059,9S.3D
3,2,D,9,0,S,10.5117556,0.0505,9S.3D
3,2,D,9,0,S,12.5117556,0.04498,9S.3D
3,2,D,9,0,S,14.5117556,0.03999,9S.3D
3,2,D,9,0,S,16.5117556,0.03455,9S.3D
3,2,D,9,0,S,20.5117556,0.02724,9S.3D
3,2,D,9,0,S,24.5117556,0.02237,9S.3D
3,2,D,9,0,S,28.5117556,0.019,9S.3D
3,2,D,9,0,S,32.5117556,0.01652,9S.3D
3,2,D,9,0,S,36.5117556,0.01463,9S.3D
3,2,D,9,0,S,44.5117556,0.01182,9S.3D
3,2,D,9,0,S,52.5117556,0.009945,9S.3D
3,2,D,9,0,S,60.5117556,0.008619,9S.3D
3,2,D,9,0,S,68.5117556,0.00761,9S.3D
3,2,D,9,0,S,76.5117556,0.006815,9S.3D
3,2,D,9,0,S,92.5117556,0.005717,9S.3D
3,2,D,9,0,S,108.5117556,0.004847,9S.3D
3,2,D,9,0,S,124.5117556,0.0042,9S.3D
3,2,D,9,0,S,140.5117556,0.003705,9S.3D
3,2,D,9,0,S,156.5117556,0.003313,9S.3D
3,2,D,9,0,S,188.5117556,0.002705,9S.3D
3,2,D,9,0,S,220.5117556,0.00231,9S.3D
3,2,D,9,0,S,252.5117556,0.002015,9S.3D
3,2,D,9,0,S,284.5117556,0.001788,9S.3D
3,2,D,9,0,S,316.5117556,0.001606,9S.3D
3,2,D,9,0,S,380.5117556,0.001335,9S.3D
3,2,D,9,0,S,444.5117556,0.001143,9S.3D
3,2,D,9,0,S,508.5117556,0.0009984,9S.3D
3,2,D,9,0,S,572.5117556,0.0008867,9S.3D
3,2,D,9,0,S,636.5117556,0.0007975,9S.3D
3,2,D,9,0,S,700.5117556,0.0007247,9S.3D
3,2,D,9,0,S,764.5117556,0.000664,9S.3D
3,2,D,9,0,S,828.5117556,0.0006128,9S.3D
3,2,D,9,0,S,892.5117556,0.0005689,9S.3D
3,2,D,9,0,S,956.5117556,0.0005308,9S.3D
3,1,P,9,0,S,1.4059556,1.039,9S.3P
3,1,P,9,0,S,1.5059556,0.8171,9S.3P
3,1,P,9,0,S,1.6059556,0.6176,9S.3P
3,1,P,9,0,S,1.7117556,0.7,9S.3P
3,1,P,9,0,S,1.9117556,0.5479,9S.3P
3,1,P,9,0,S,2.1117556,0.5959,9S.3P
3,1,P,9,0,S,2.3117556,0.5883,9S.3P
3,1,P,9,0,S,2.5117556,0.4495,9S.3P
3,1,P,9,0,S,3.5117556,0.4178,9S.3P
3,1,P,9,0,S,4.5117556,0.3622,9S.3P
3,1,P,9,0,S,5.5117556,0.3543,9S.3P
3,1,P,9,0,S,6.5117556,0.2849,9S.3P
3,1,P,9,0,S,8.5117556,0.204,9S.3P
3,1,P,9,0,S,10.5117556,0.1541,9S.3P
3,1,P,9,0,S,12.5117556,0.1406,9S.3P
3,1,P,9,0,S,14.5117556,0.136,9S.3P
3,1,P,9,0,S,16.5117556,0.1321,9S.3P
3,1,P,9,0,S,20.5117556,0.1279,9S.3P
3,1,P,9,0,S,24.5117556,0.1243,9S.3P
3,1,P,9,0,S,28.5117556,0.1183,9S.3P
3,1,P,9,0,S,32.5117556,0.1113,9S.3P
3,1,P,9,0,S,36.5117556,0.1042,9S.3P
3,1,P,9,0,S,44.5117556,0.09101,9S.3P
3,1,P,9,0,S,52.5117556,0.08033,9S.3P
3,1,P,9,0,S,60.5117556,0.0719,9S.3P
3,1,P,9,0,S,68.5117556,0.06506,9S.3P
3,1,P,9,0,S,76.5117556,0.05951,9S.3P
3,1,P,9,0,S,92.5117556,0.05048,9S.3P
3,1,P,9,0,S,108.5117556,0.04452,9S.3P
3,1,P,9,0,S,124.5117556,0.03993,9S.3P
3,1,P,9,0,S,140.5117556,0.03627,9S.3P
3,1,P,9,0,S,156.5117556,0.03327,9S.3P
3,1,P,9,0,S,188.5117556,0.02865,9S.3P
3,1,P,9,0,S,220.5117556,0.02525,9S.3P
3,1,P,9,0,S,252.5117556,0.02261,9S.3P
3,1,P,9,0,S,284.5117556,0.02051,9S.3P
3,1,P,9,0,S,316.5117556,0.01879,9S.3P
3,1,P,9,0,S,380.5117556,0.01614,9S.3P
3,1,P,9,0,S,444.5117556,0.01419,9S.3P
3,1,P,9,0,S,508.5117556,0.01268,9S.3P
3,1,P,9,0,S,572.5117556,0.01149,9S.3P
3,1,P,9,0,S,636.5117556,0.01051,9S.3P
3,1,P,9,0,S,700.5117556,0.009691,9S.3P
3,1,P,9,0,S,764.5117556,0.009001,9S.3P
3,1,P,9,0,S,828.5117556,0.008408,9S.3P
3,1,P,9,0,S,892.5117556,0.007894,9S.3P
3,1,P,9,0,S,956.5117556,0.007442,9S.3P
3,0,S,9,0,S,1.4059556,0.9331,9S.3S
3,0,S,9,0,S,1.5059556,1.062,9S.3S
3,0,S,9,0,S,1.6059556,0.5928,9S.3S
3,0,S,9,0,S,1.7117556,0.6633,9S.3S
3,0,S,9,0,S,1.9117556,0.6589,9S.3S
3,0,S,9,0,S,2.1117556,0.7032,9S.3S
3,0,S,9,0,S,2.3117556,0.693,9S.3S
3,0,S,9,0,S,2.5117556,0.4221,9S.3S
3,0,S,9,0,S,3.5117556,0.6439,9S.3S
3,0,S,9,0,S,4.5117556,0.7888,9S.3S
3,0,S,9,0,S,5.5117556,0.854,9S.3S
3,0,S,9,0,S,6.5117556,0.7983,9S.3S
3,0,S,9,0,S,8.5117556,0.6643,9S.3S
3,0,S,9,0,S,10.5117556,0.5563,9S.3S
3,0,S,9,0,S,12.5117556,0.4846,9S.3S
3,0,S,9,0,S,14.5117556,0.4426,9S.3S
3,0,S,9,0,S,16.5117556,0.3919,9S.3S
3,0,S,9,0,S,20.5117556,0.3473,9S.3S
3,0,S,9,0,S,24.5117556,0.295,9S.3S
3,0,S,9,0,S,28.5117556,0.2553,9S.3S
3,0,S,9,0,S,32.5117556,0.2266,9S.3S
3,0,S,9,0,S,36.5117556,0.2065,9S.3S
3,0,S,9,0,S,44.5117556,0.1794,9S.3S
3,0,S,9,0,S,52.5117556,0.1614,9S.3S
3,0,S,9,0,S,60.5117556,0.1486,9S.3S
3,0,S,9,0,S,68.5117556,0.1373,9S.3S
3,0,S,9,0,S,76.5117556,0.1277,9S.3S
3,0,S,9,0,S,92.5117556,0.1171,9S.3S
3,0,S,9,0,S,108.5117556,0.1029,9S.3S
3,0,S,9,0,S,124.5117556,0.09153,9S.3S
3,0,S,9,0,S,140.5117556,0.08239,9S.3S
3,0,S,9,0,S,156.5117556,0.07487,9S.3S
3,0,S,9,0,S,188.5117556,0.06529,9S.3S
3,0,S,9,0,S,220.5117556,0.05609,9S.3S
3,0,S,9,0,S,252.5117556,0.04915,9S.3S
3,0,S,9,0,S,284.5117556,0.04373,9S.3S
3,0,S,9,0,S,316.5117556,0.03938,9S.3S
3,0,S,9,0,S,380.5117556,0.03284,9S.3S
3,0,S,9,0,S,444.5117556,0.02815,9S.3S
3,0,S,9,0,S,508.5117556,0.02452,9S.3S
3,0,S,9,0,S,572.5117556,0.0218,9S.3S
3,0,S,9,0,S,636.5117556,0.01962,9S.3S
3,0,S,9,0,S,700.5117556,0.01784,9S.3S
3,0,S,9,0,S,764.5117556,0.01636,9S.3S
3,0,S,9,0,S,828.5117556,0.0151,9S.3S
3,0,S,9,0,S,892.5117556,0.01402,9S.3S
3,0,S,9,0,S,956.5117556,0.01309,9S.3S
4,2,D,9,0,S,0.7445625,4.255,9S.4D
4,2,D,9,0,S,0.8445625,3.09,9S.4D
4,2,D,9,0,S,0.9445625,2.495,9S.4D
4,2,D,9,0,S,1.0503625,2.053,9S.4D
4,2,D,9,0,S,1.2503625,1.926,9S.4D
4,2,D,9,0,S,1.4503625,1.785,9S.4D
4,2,D,9,0,S,1.6503625,1.59,9S.4D
4,2,D,9,0,S,1.8503625,1.296,9S.4D
4,2,D,9,0,S,2.8503625,0.7865,9S.4D
4,2,D,9,0,S,3.8503625,0.5646,9S.4D
4,2,D,9,0,S,4.8503625,0.4644,9S.4D
4,2,D,9,0,S,5.8503625,0.4058,9S.4D
4,2,D,9,0,S,7.8503625,0.3507,9S.4D
4,2,D,9,0,S,9.8503625,0.3115,9S.4D
4,2,D,9,0,S,11.8503625,0.2758,9S.4D
4,2,D,9,0,S,13.8503625,0.2413,9S.4D
4,2,D,9,0,S,15.8503625,0.2092,9S.4D
4,2,D,9,0,S,19.8503625,0.1648,9S.4D
4,2,D,9,0,S,23.8503625,0.137,9S.4D
4,2,D,9,0,S,27.8503625,0.1175,9S.4D
4,2,D,9,0,S,31.8503625,0.1031,9S.4D
4,2,D,9,0,S,35.8503625,0.09169,9S.4D
4,2,D,9,0,S,43.8503625,0.07481,9S.4D
4,2,D,9,0,S,51.8503625,0.06305,9S.4D
4,2,D,9,0,S,59.8503625,0.05437,9S.4D
4,2,D,9,0,S,67.8503625,0.0478,9S.4D
4,2,D,9,0,S,75.8503625,0.04261,9S.4D
4,2,D,9,0,S,91.8503625,0.03478,9S.4D
4,2,D,9,0,S,107.8503625,0.02947,9S.4D
4,2,D,9,0,S,123.8503625,0.02556,9S.4D
4,2,D,9,0,S,139.8503625,0.02256,9S.4D
4,2,D,9,0,S,155.8503625,0.0202,9S.4D
4,2,D,9,0,S,187.8503625,0.01665,9S.4D
4,2,D,9,0,S,219.8503625,0.01421,9S.4D
4,2,D,9,0,S,251.8503625,0.0124,9S.4D
4,2,D,9,0,S,283.8503625,0.011,9S.4D
4,2,D,9,0,S,315.8503625,0.009884,9S.4D
4,2,D,9,0,S,379.8503625,0.008217,9S.4D
4,2,D,9,0,S,443.8503625,0.007032,9S.4D
4,2,D,9,0,S,507.8503625,0.006144,9S.4D
4,2,D,9,0,S,571.8503625,0.005458,9S.4D
4,2,D,9,0,S,635.8503625,0.004909,9S.4D
4,2,D,9,0,S,699.8503625,0.00446,9S.4D
4,2,D,9,0,S,763.8503625,0.004087,9S.4D
4,2,D,9,0,S,827.8503625,0.003771,9S.4D
4,2,D,9,0,S,891.8503625,0.0035,9S.4D
4,2,D,9,0,S,955.8503625,0.003266,9S.4D
4,3,F,9,0,S,0.7445625,3.215,9S.4F
4,3,F,9,0,S,0.8445625,2.269,9S.4F
4,3,F,9,0,S,0.9445625,2.28,9S.4F
4,3,F,9,0,S,1.0503625,1.846,9S.4F
4,3,F,9,0,S,1.2503625,1.28,9S.4F
4,3,F,9,0,S,1.4503625,1.047,9S.4F
4,3,F,9,0,S,1.6503625,0.8132,9S.4F
4,3,F,9,0,S,1.8503625,0.7417,9S.4F
4,3,F,9,0,S,2.8503625,0.3712,9S.4F
4,3,F,9,0,S,3.8503625,0.2504,9S.4F
4,3,F,9,0,S,4.8503625,0.1998,9S.4F
4,3,F,9,0,S,5.8503625,0.1597,9S.4F
4,3,F,9,0,S,7.8503625,0.1182,9S.4F
4,3,F,9,0,S,9.8503625,0.09218,9S.4F
4,3,F,9,0,S,11.8503625,0.07343,9S.4F
4,3,F,9,0,S,13.8503625,0.05993,9S.4F
4,3,F,9,0,S,15.8503625,0.04953,9S.4F
4,3,F,9,0,S,19.8503625,0.03727,9S.4F
4,3,F,9,0,S,23.8503625,0.03088,9S.4F
4,3,F,9,0,S,27.8503625,0.02661,9S.4F
4,3,F,9,0,S,31.8503625,0.02328,9S.4F
4,3,F,9,0,S,35.8503625,0.02059,9S.4F
4,3,F,9,0,S,43.8503625,0.01655,9S.4F
4,3,F,9,0,S,51.8503625,0.01378,9S.4F
4,3,F,9,0,S,59.8503625,0.01179,9S.4F
4,3,F,9,0,S,67.8503625,0.01033,9S.4F
4,3,F,9,0,S,75.8503625,0.009192,9S.4F
4,3,F,9,0,S,91.8503625,0.00752,9S.4F
4,3,F,9,0,S,107.8503625,0.006396,9S.4F
4,3,F,9,0,S,123.8503625,0.005565,9S.4F
4,3,F,9,0,S,139.8503625,0.004925,9S.4F
4,3,F,9,0,S,155.8503625,0.004418,9S.4F
4,3,F,9,0,S,187.8503625,0.003663,9S.4F
4,3,F,9,0,S,219.8503625,0.003129,9S.4F
4,3,F,9,0,S,251.8503625,0.002732,9S.4F
4,3,F,9,0,S,283.8503625,0.002424,9S.4F
4,3,F,9,0,S,315.8503625,0.002178,9S.4F
4,3,F,9,0,S,379.8503625,0.001811,9S.4F
4,3,F,9,0,S,443.8503625,0.00155,9S.4F
4,3,F,9,0,S,507.8503625,0.001355,9S.4F
4,3,F,9,0,S,571.8503625,0.001203,9S.4F
4,3,F,9,0,S,635.8503625,0.001082,9S.4F
4,3,F,9,0,S,699.8503625,0.000983,9S.4F
4,3,F,9,0,S,763.8503625,0.0009006,9S.4F
4,3,F,9,0,S,827.8503625,0.000831,9S.4F
4,3,F,9,0,S,891.8503625,0.0007714,9S.4F
4,3,F,9,0,S,955.8503625,0.0007197,9S.4F
4,1,P,9,0,S,0.7445625,3.687,9S.4P
4,1,P,9,0,S,0.8445625,3.248,9S.4P
4,1,P,9,0,S,0.9445625,2.781,9S.4P
4,1,P,9,0,S,1.0503625,2.894,9S.4P
4,1,P,9,0,S,1.2503625,2.968,9S.4P
4,1,P,9,0,S,1.4503625,2.859,9S.4P
4,1,P,9,0,S,1.6503625,2.691,9S.4P
4,1,P,9,0,S,1.8503625,2.399,9S.4P
4,1,P,9,0,S,2.8503625,1.737,9S.4P
4,1,P,9,0,S,3.8503625,1.239,9S.4P
4,1,P,9,0,S,4.8503625,1.194,9S.4P
4,1,P,9,0,S,5.8503625,1.044,9S.4P
4,1,P,9,0,S,7.8503625,1.144,9S.4P
4,1,P,9,0,S,9.8503625,1.189,9S.4P
4,1,P,9,0,S,11.8503625,1.182,9S.4P
4,1,P,9,0,S,13.8503625,1.123,9S.4P
4,1,P,9,0,S,15.8503625,1.045,9S.4P
4,1,P,9,0,S,19.8503625,0.9007,9S.4P
4,1,P,9,0,S,23.8503625,0.7913,9S.4P
4,1,P,9,0,S,27.8503625,0.7056,9S.4P
4,1,P,9,0,S,31.8503625,0.6374,9S.4P
4,1,P,9,0,S,35.8503625,0.5824,9S.4P
4,1,P,9,0,S,43.8503625,0.4987,9S.4P
4,1,P,9,0,S,51.8503625,0.4381,9S.4P
4,1,P,9,0,S,59.8503625,0.3918,9S.4P
4,1,P,9,0,S,67.8503625,0.3553,9S.4P
4,1,P,9,0,S,75.8503625,0.3256,9S.4P
4,1,P,9,0,S,91.8503625,0.2795,9S.4P
4,1,P,9,0,S,107.8503625,0.2462,9S.4P
4,1,P,9,0,S,123.8503625,0.2205,9S.4P
4,1,P,9,0,S,139.8503625,0.2,9S.4P
4,1,P,9,0,S,155.8503625,0.1833,9S.4P
4,1,P,9,0,S,187.8503625,0.1575,9S.4P
4,1,P,9,0,S,219.8503625,0.1385,9S.4P
4,1,P,9,0,S,251.8503625,0.1239,9S.4P
4,1,P,9,0,S,283.8503625,0.1123,9S.4P
4,1,P,9,0,S,315.8503625,0.1027,9S.4P
4,1,P,9,0,S,379.8503625,0.08811,9S.4P
4,1,P,9,0,S,443.8503625,0.07733,9S.4P
4,1,P,9,0,S,507.8503625,0.06905,9S.4P
4,1,P,9,0,S,571.8503625,0.06246,9S.4P
4,1,P,9,0,S,635.8503625,0.05709,9S.4P
4,1,P,9,0,S,699.8503625,0.05263,9S.4P
4,1,P,9,0,S,763.8503625,0.04885,9S.4P
4,1,P,9,0,S,827.8503625,0.04561,9S.4P
4,1,P,9,0,S,891.8503625,0.0428,9S.4P
4,1,P,9,0,S,955.8503625,0.04033,9S.4P
4,0,S,9,0,S,0.7445625,5.068,9S.4S
4,0,S,9,0,S,0.8445625,4.016,9S.4S
4,0,S,9,0,S,0.9445625,3.606,9S.4S
4,0,S,9,0,S,1.0503625,2.971,9S.4S
4,0,S,9,0,S,1.2503625,2.506,9S.4S
4,0,S,9,0,S,1.4503625,2.782,9S.4S
4,0,S,9,0,S,1.6503625,3.156,9S.4S
4,0,S,9,0,S,1.8503625,3.145,9S.4S
4,0,S,9,0,S,2.8503625,3.961,9S.4S
4,0,S,9,0,S,3.8503625,3.519,9S.4S
4,0,S,9,0,S,4.8503625,3.806,9S.4S
4,0,S,9,0,S,5.8503625,2.805,9S.4S
4,0,S,9,0,S,7.8503625,2.38,9S.4S
4,0,S,9,0,S,9.8503625,1.874,9S.4S
4,0,S,9,0,S,11.8503625,1.628,9S.4S
4,0,S,9,0,S,13.8503625,1.51,9S.4S
4,0,S,9,0,S,15.8503625,1.403,9S.4S
4,0,S,9,0,S,19.8503625,1.342,9S.4S
4,0,S,9,0,S,23.8503625,1.231,9S.4S
4,0,S,9,0,S,27.8503625,1.132,9S.4S
